AbilityId,Name,CoverageStatus,EffectId,HasClientCsv,HasClientBin,HasLocalizedName,HasDescriptionText,HasEffectText,HasRootEffectRow,RelatedEffectCount,ComponentCount,RequirementLinkCount,RequirementRowCount,HasPregameReference,SourcesText,MissingText
12351,Pus Eruption,Partial,3880,No,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"bin, strings","csv, effect-text"
12352,Infected Gash,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12353,Pus Eruption,Partial,3880,No,Yes,Yes,Yes,No,Yes,4,5,0,0,No,"bin, strings","csv, effect-text"
12354,Diseased Anger,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12355,Breath of Fear,Partial,,No,Yes,Yes,Yes,No,No,0,3,0,0,No,"bin, strings","csv, effect-text, effect-row"
12356,Disheartened Bash,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
12357,Putrify,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
12358,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12359,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12360,; TEST Rat and Plague Rat,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12361,Leaping Bite,Partial,3812,No,Yes,Yes,Yes,No,Yes,7,1,0,0,No,"bin, strings","csv, effect-text"
12362,Nibble,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12363,Putrid Bite,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12364,Diseased Wound,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12365,Drain Defenses,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
12366,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12367,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12368,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12369,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12370,; TEST Rat Ogre,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12371,Crushing Blow,Partial,3827,No,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"bin, strings","csv, effect-text"
12372,Deafening Roar,Partial,3826,No,Yes,Yes,Yes,No,Yes,52,2,0,0,No,"bin, strings","csv, effect-text"
12373,Damage Morale,Partial,,No,Yes,Yes,Yes,No,No,0,6,0,0,No,"bin, strings","csv, effect-text, effect-row"
12374,Blow to the Wrists,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12375,Thunderous Roar,Partial,3826,No,Yes,Yes,Yes,No,Yes,52,6,0,0,No,"bin, strings","csv, effect-text"
12376,Directed Smash,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12377,Debilitating Sweep,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12378,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12379,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12380,; TEST Slimehound,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12381,Eye Peck,Partial,3847,No,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"bin, strings","csv, effect-text"
12382,Lurch,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12383,Coat of Slime,Partial,,No,Yes,Yes,Yes,No,No,0,6,0,0,No,"bin, strings","csv, effect-text, effect-row"
12384,Slick Hands,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12385,Amorphous Punt,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12386,Amorphous Punt,Partial,,No,Yes,Yes,Yes,No,No,0,3,0,0,No,"bin, strings","csv, effect-text, effect-row"
12387,Viscous Contamination,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
12388,Body Slam,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
12389,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12390,; TEST Rhinox,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12391,Goring Swipe,Partial,3848,No,Yes,Yes,Yes,No,Yes,5,2,0,0,No,"bin, strings","csv, effect-text"
12392,Goring Lunge,Partial,3849,No,Yes,Yes,Yes,No,Yes,5,3,0,0,No,"bin, strings","csv, effect-text"
12393,Roaring Power,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12394,Strip Defenses,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
12395,Charging Punt,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12396,Charging Punt,Partial,,No,Yes,Yes,Yes,No,No,0,3,0,0,No,"bin, strings","csv, effect-text, effect-row"
12397,Goring Lunge,Partial,3849,No,Yes,Yes,Yes,No,Yes,5,7,0,0,No,"bin, strings","csv, effect-text"
12398,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12399,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12400,; TEST Scorpion,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12401,Crushing Pincer,Partial,3813,No,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"bin, strings","csv, effect-text"
12402,Envenomed Stinger,Partial,3814,No,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"bin, strings","csv, effect-text"
12403,Lingering Poison,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12404,Poisoned Shout,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12405,Flaring Pain,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12406,Numbing Poison,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
12407,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12408,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12409,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12410,; TEST Screamer,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12411,Screaming Lash,Partial,3890,No,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"bin, strings","csv, effect-text"
12412,Piercing Strike,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12413,Screaming Wave,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12414,Unwilling,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
12415,Whipping Lash,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12416,Whipping Lash,Partial,,No,Yes,Yes,Yes,No,No,0,3,0,0,No,"bin, strings","csv, effect-text, effect-row"
12417,Wild Lashing,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12418,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12419,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12420,; TEST Snotling,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12421,Phlegm Spit,Partial,3891,No,Yes,Yes,Yes,No,Yes,33,1,0,0,No,"bin, strings","csv, effect-text"
12422,Little Swat,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12423,Brain Power,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12424,Super Smack,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12425,Pounding Pain,Partial,,No,Yes,Yes,Yes,No,No,0,6,0,0,No,"bin, strings","csv, effect-text, effect-row"
12426,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12427,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12428,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12429,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12430,; TEST Pleasure Spawn,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12431,Head Pummel,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12432,Pleasure Wound,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12433,Blissful Protection,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12434,Delectation in Pain,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12435,Pleasure Feed,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12436,Rough Smash,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12437,Overwhelming Pain,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
12438,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12439,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12440,; TEST Spider - Common,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12441,Spider Bite,Partial,3815,No,Yes,Yes,Yes,No,Yes,7,1,0,0,No,"bin, strings","csv, effect-text"
12442,Envenomed Fangs,Partial,3816,No,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"bin, strings","csv, effect-text"
12443,Hurt Mind,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
12444,Web Blast,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12445,Webbed Down,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12446,Screeching Noise,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12447,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12448,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12449,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12450,; TEST Spirithost,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12451,Ethereal Hand,Partial,3862,No,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"bin, strings","csv, effect-text"
12452,Ethereal Chill,Partial,3863,No,Yes,Yes,Yes,No,Yes,10,1,0,0,No,"bin, strings","csv, effect-text"
12453,Ethereal Chill,Partial,3863,No,Yes,Yes,Yes,No,Yes,10,5,0,0,No,"bin, strings","csv, effect-text"
12454,Strain Mind,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12455,Pained Hush,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12456,Pained Hush,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12457,Disrupting Touch,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12458,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12459,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12460,; TEST Spite,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12461,Thorny Paw,Partial,4304,No,Yes,Yes,Yes,No,Yes,1,8,0,0,No,"bin, strings","csv, effect-text"
12462,Bark Blow,Partial,4300,No,Yes,Yes,Yes,No,Yes,1,4,0,0,No,"bin, strings","csv, effect-text"
12463,Toughen Bark,Partial,4361,No,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"bin, strings","csv, effect-text"
12464,Dilute Strength,Partial,4362,No,Yes,Yes,Yes,No,Yes,1,2,0,0,No,"bin, strings","csv, effect-text"
12465,Enliven Sap,Partial,4300,No,Yes,Yes,Yes,No,Yes,1,5,0,0,No,"bin, strings","csv, effect-text"
12466,Scattered Weapons,Partial,4392,No,Yes,Yes,Yes,No,Yes,1,8,0,0,No,"bin, strings","csv, effect-text"
12467,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12468,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12469,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12470,; TEST Sprite,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12471,Fluttering Pain,Partial,4300,No,Yes,Yes,Yes,No,Yes,1,4,0,0,No,"bin, strings","csv, effect-text"
12472,Winged Pain,Partial,4330,No,Yes,Yes,Yes,No,Yes,1,4,0,0,No,"bin, strings","csv, effect-text"
12473,Minute Strength,Partial,4363,No,Yes,Yes,Yes,No,Yes,1,1,0,0,No,"bin, strings","csv, effect-text"
12474,Disrupting Call,Partial,4330,No,Yes,Yes,Yes,No,Yes,1,5,0,0,No,"bin, strings","csv, effect-text"
12475,Whispering Calm,Partial,4301,No,Yes,Yes,Yes,No,Yes,1,9,0,0,No,"bin, strings","csv, effect-text"
12476,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12477,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12478,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12479,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12480,; TEST Squig,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12481,Chomp,Partial,3892,No,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"bin, strings","csv, effect-text"
12482,Leaping Attack,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12483,Rebound,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12484,Strengthen Skin,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12485,Cornered Shout,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
12486,Squig Squeal,Partial,18,No,Yes,Yes,Yes,No,Yes,3,5,0,0,No,"bin, strings","csv, effect-text"
12487,Death From Above,Partial,7,No,Yes,Yes,Yes,No,Yes,2,2,0,0,No,"bin, strings","csv, effect-text"
12488,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12489,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12490,; TEST Great Stag,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12491,Furious Buck,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12492,Antler Spear,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12493,Snap Limb,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12494,Snap Limb,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12495,Impair Movement,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
12496,Charge,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
12497,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12498,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12499,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12500,; TEST Daemonvine,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12501,Resounding Wallop,Partial,3850,No,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"bin, strings","csv, effect-text"
12502,Acidic Spit,Partial,3851,No,Yes,Yes,Yes,No,Yes,4,2,0,0,No,"bin, strings","csv, effect-text"
12503,Corrosive Spit,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12504,Corrode Resistance,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12505,Slippery Skin,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12506,Sticky Spit,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12507,Throat Infection,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12508,Throat Plague,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12509,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12510,; TEST Treekin,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12511,Crushing Bark,Partial,3832,No,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"bin, strings","csv, effect-text"
12512,Sprout Roots,Partial,3833,No,Yes,Yes,Yes,No,Yes,1,3,0,0,No,"bin, strings","csv, effect-text"
12513,Harden Bark,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12514,Recycle Health,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12515,Sprout Roots,Partial,,No,Yes,Yes,Yes,No,No,0,3,0,0,No,"bin, strings","csv, effect-text, effect-row"
12516,Power of Nature,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
12517,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12518,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12519,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12520,; TEST Troll,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12521,Overhand Slam,Partial,3852,No,Yes,Yes,Yes,No,Yes,3,1,0,0,No,"bin, strings","csv, effect-text"
12522,Foul Vomit,Partial,3853,No,Yes,Yes,Yes,No,Yes,13,1,0,0,No,"bin, strings","csv, effect-text"
12523,Foul Vomit,Partial,,No,Yes,Yes,Yes,No,No,0,9,0,0,No,"bin, strings","csv, effect-text, effect-row"
12524,Strain Defenses,Partial,,No,Yes,Yes,Yes,No,No,0,5,0,0,No,"bin, strings","csv, effect-text, effect-row"
12525,Nature's Wrath,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12526,Troll Regeneration,Partial,,No,Yes,Yes,Yes,No,No,0,3,0,0,No,"bin, strings","csv, effect-text, effect-row"
12527,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12528,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12529,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12530,; TEST Tuskgor,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12531,Horn Smash,Partial,3834,No,Yes,Yes,Yes,No,Yes,7,1,0,0,No,"bin, strings","csv, effect-text"
12532,Tuskgore Frenzy,Partial,3835,No,Yes,Yes,Yes,No,Yes,17,1,0,0,No,"bin, strings","csv, effect-text"
12533,Tuskgore Frenzy,Partial,3835,No,Yes,Yes,Yes,No,Yes,17,2,0,0,No,"bin, strings","csv, effect-text"
12534,Soften Hide,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12535,Wound Legs,Partial,,No,Yes,Yes,Yes,No,No,0,6,0,0,No,"bin, strings","csv, effect-text, effect-row"
12536,Painful Roar,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12537,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12538,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12539,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12540,; TEST Unicorn and Pegasus,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12541,Crushing Hooves,Partial,3854,No,Yes,Yes,Yes,No,Yes,4,1,0,0,No,"bin, strings","csv, effect-text"
12542,Pristine Gnash,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12543,Wounded Hands,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12544,Break Morale,Partial,,No,Yes,Yes,Yes,No,No,0,6,0,0,No,"bin, strings","csv, effect-text, effect-row"
12545,Astute Blessing,Partial,,No,Yes,Yes,Yes,No,No,0,1,0,0,No,"bin, strings","csv, effect-text, effect-row"
12546,Forceful Pin,Partial,,No,Yes,Yes,Yes,No,No,0,7,0,0,No,"bin, strings","csv, effect-text, effect-row"
12547,Impair Mobility,Partial,,No,Yes,Yes,Yes,No,No,0,6,0,0,No,"bin, strings","csv, effect-text, effect-row"
12548,Salvaged Hate,Partial,,No,Yes,Yes,Yes,No,No,0,4,0,0,No,"bin, strings","csv, effect-text, effect-row"
12549,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12550,; TEST Vulture,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12551,Assaulting Buffet,Partial,3881,No,Yes,Yes,Yes,No,Yes,2,1,0,0,No,"bin, strings","csv, effect-text"
12552,Eye Peck,Partial,,No,Yes,Yes,Yes,No,No,0,8,0,0,No,"bin, strings","csv, effect-text, effect-row"
12553,Leg Wound,Partial,,No,Yes,Yes,Yes,No,No,0,6,0,0,No,"bin, strings","csv, effect-text, effect-row"
12554,Rough Winds,Partial,,No,Yes,Yes,Yes,No,No,0,2,0,0,No,"bin, strings","csv, effect-text, effect-row"
12555,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12556,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12557,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12558,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12559,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12560,(unnamed),StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
12561,; TEST Warhawk,StringsOnly,,No,No,Yes,Yes,No,No,0,0,0,0,No,strings,"csv, bin, effect-text, effect-row, components"
