i,icon,type,slot
37821,3819,ROBE,HELM
37822,2376,HEVARMOR,SHOU
37823,2436,MEDARMOR,SHOU
37824,2316,ROBE,SHOU
37825,2256,LIGARMOR,SHOU
37826,2817,MEDARMOR,SHOU
37827,2773,HEVARMOR,SHOU
37828,2861,ROBE,SHOU
37829,2729,ROBE,SHOU
37830,3686,HEVARMOR,SHOU
37831,3730,LIGARMOR,SHOU
37832,3774,MROBE,SHOU
37833,3818,ROBE,SHOU
37834,2375,HEVARMOR,GLOV
37835,2435,MEDARMOR,GLOV
37836,2315,ROBE,GLOV
37837,2255,LIGARMOR,GLOV
37838,2816,MEDARMOR,GLOV
37839,2772,HEVARMOR,GLOV
37840,2860,ROBE,GLOV
37841,2728,ROBE,GLOV
37842,3685,HEVARMOR,GLOV
37843,3729,LIGARMOR,GLOV
37844,3773,MROBE,GLOV
37845,3817,ROBE,GLOV
37846,2379,HEVARMOR,BODY
37847,2439,MEDARMOR,BODY
37848,2319,ROBE,BODY
37849,2259,LIGARMOR,BODY
37850,2820,MEDARMOR,BODY
37851,2776,HEVARMOR,BODY
37852,2864,ROBE,BODY
37853,2732,ROBE,BODY
37854,3689,HEVARMOR,BODY
37855,3739,LIGARMOR,BODY
37856,3777,MROBE,BODY
37857,3827,ROBE,BODY
37858,2383,HEVARMOR,HELM
37859,2443,MEDARMOR,HELM
37860,2323,ROBE,HELM
37861,2263,LIGARMOR,HELM
37862,2824,MEDARMOR,HELM
37863,2780,HEVARMOR,HELM
37864,2868,ROBE,HELM
37865,2736,ROBE,HELM
37866,2691,HEVARMOR,HELM
37867,3743,LIGARMOR,HELM
37868,3781,MROBE,HELM
37869,3831,ROBE,HELM
37870,3691,HEVARMOR,GLOV
37871,3741,LIGARMOR,GLOV
37872,3779,MROBE,GLOV
37873,3829,ROBE,GLOV
37874,2380,HEVARMOR,BOOT
37875,2440,MEDARMOR,BOOT
37876,2320,ROBE,BOOT
37877,2260,LIGARMOR,BOOT
37878,2821,MEDARMOR,BOOT
37879,2777,HEVARMOR,BOOT
37880,2865,ROBE,BOOT
37881,2733,ROBE,BOOT
37882,3690,HEVARMOR,BOOT
37883,3740,LIGARMOR,BOOT
37884,3778,MROBE,BOOT
37885,3828,ROBE,BOOT
37886,2383,HEVARMOR,HELM
37887,2443,MEDARMOR,HELM
37888,2323,ROBE,HELM
37889,2263,LIGARMOR,HELM
37890,2824,MEDARMOR,HELM
37891,2780,HEVARMOR,HELM
37892,2868,ROBE,HELM
37893,2736,ROBE,HELM
37894,2691,HEVARMOR,HELM
37895,3743,LIGARMOR,HELM
37896,3781,MROBE,HELM
37897,3831,ROBE,HELM
37898,2380,HEVARMOR,BOOT
37899,2440,MEDARMOR,BOOT
37900,2320,ROBE,BOOT
37901,2260,LIGARMOR,BOOT
37902,2821,MEDARMOR,BOOT
37903,2777,HEVARMOR,BOOT
37904,2865,ROBE,BOOT
37905,2733,ROBE,BOOT
37906,3690,HEVARMOR,BOOT
37907,3740,LIGARMOR,BOOT
37908,3778,MROBE,BOOT
37909,3828,ROBE,BOOT
37910,2381,HEVARMOR,GLOV
37911,2441,MEDARMOR,GLOV
37912,2321,ROBE,GLOV
37913,2261,LIGARMOR,GLOV
37914,2822,MEDARMOR,GLOV
37915,2778,HEVARMOR,GLOV
37916,2866,ROBE,GLOV
37917,2734,ROBE,GLOV
37918,3691,HEVARMOR,GLOV
37919,3741,LIGARMOR,GLOV
37920,3779,MROBE,GLOV
37921,3829,ROBE,GLOV
37922,2382,HEVARMOR,SHOU
37923,2442,MEDARMOR,SHOU
37924,2322,ROBE,SHOU
37925,2262,LIGARMOR,SHOU
37926,2823,MEDARMOR,SHOU
37927,2779,HEVARMOR,SHOU
37928,2867,ROBE,SHOU
37929,2735,ROBE,SHOU
37930,3692,HEVARMOR,SHOU
37931,3742,LIGARMOR,SHOU
37932,3780,MROBE,SHOU
37933,3830,ROBE,SHOU
37934,3789,MROBE,BODY
37935,3833,ROBE,BODY
37936,2394,HEVARMOR,SHOU
37937,2454,MEDARMOR,SHOU
37938,2334,ROBE,SHOU
37939,2274,LIGARMOR,SHOU
37940,2835,MEDARMOR,SHOU
37941,2791,HEVARMOR,SHOU
37942,2879,ROBE,SHOU
37943,2747,ROBE,SHOU
37944,3704,HEVARMOR,SHOU
37945,3748,LIGARMOR,SHOU
37946,3792,MROBE,SHOU
37947,3836,ROBE,SHOU
37948,3781,MROBE,HELM
37949,3831,ROBE,HELM
37950,2380,HEVARMOR,BOOT
37951,2440,MEDARMOR,BOOT
37952,2320,ROBE,BOOT
37953,2260,LIGARMOR,BOOT
37954,2821,MEDARMOR,BOOT
37955,2777,HEVARMOR,BOOT
37956,2865,ROBE,BOOT
37957,2733,ROBE,BOOT
37958,3690,HEVARMOR,BOOT
37959,3740,LIGARMOR,BOOT
37960,3778,MROBE,BOOT
37961,3828,ROBE,BOOT
37962,3777,MROBE,BODY
37963,3827,ROBE,BODY
37964,2381,HEVARMOR,GLOV
37965,2441,MEDARMOR,GLOV
37966,2321,ROBE,GLOV
37967,2261,LIGARMOR,GLOV
37968,2822,MEDARMOR,GLOV
37969,2778,HEVARMOR,GLOV
37970,2866,ROBE,GLOV
37971,2734,ROBE,GLOV
37972,3691,HEVARMOR,GLOV
37973,3741,LIGARMOR,GLOV
37974,3779,MROBE,GLOV
37975,3829,ROBE,GLOV
37976,2382,HEVARMOR,SHOU
37977,2442,MEDARMOR,SHOU
37978,2322,ROBE,SHOU
37979,2262,LIGARMOR,SHOU
37980,2823,MEDARMOR,SHOU
37981,2779,HEVARMOR,SHOU
37982,2867,ROBE,SHOU
37983,2735,ROBE,SHOU
37984,3692,HEVARMOR,SHOU
37985,3742,LIGARMOR,SHOU
37986,3780,MROBE,SHOU
37987,3830,ROBE,SHOU
37988,2379,HEVARMOR,BODY
37989,2439,MEDARMOR,BODY
37990,2319,ROBE,BODY
37991,2259,LIGARMOR,BODY
37992,2820,MEDARMOR,BODY
37993,2776,HEVARMOR,BODY
37994,2864,ROBE,BODY
37995,2732,ROBE,BODY
37996,3689,HEVARMOR,BODY
37997,3739,LIGARMOR,BODY
37998,3777,MROBE,BODY
37999,3827,ROBE,BODY
38000,2383,HEVARMOR,HELM
38001,2443,MEDARMOR,HELM
38002,2323,ROBE,HELM
38003,2263,LIGARMOR,HELM
38004,2824,MEDARMOR,HELM
38005,2780,HEVARMOR,HELM
38006,2868,ROBE,HELM
38007,2736,ROBE,HELM
38008,2691,HEVARMOR,HELM
38009,3743,LIGARMOR,HELM
38010,3781,MROBE,HELM
38011,3831,ROBE,HELM
38012,3790,MROBE,BOOT
38013,3834,ROBE,BOOT
38014,2393,HEVARMOR,GLOV
38015,2453,MEDARMOR,GLOV
38016,2333,ROBE,GLOV
38017,2273,LIGARMOR,GLOV
38018,2834,MEDARMOR,GLOV
38019,2790,HEVARMOR,GLOV
38020,2878,ROBE,GLOV
38021,2746,ROBE,GLOV
38022,3703,HEVARMOR,GLOV
38023,3747,LIGARMOR,GLOV
38024,3791,MROBE,GLOV
38025,3835,ROBE,GLOV
38026,3792,MROBE,SHOU
38027,3836,ROBE,SHOU
38028,2393,HEVARMOR,GLOV
38029,2453,MEDARMOR,GLOV
38030,2333,ROBE,GLOV
38031,2273,LIGARMOR,GLOV
38032,2834,MEDARMOR,GLOV
38033,2790,HEVARMOR,GLOV
38034,2878,ROBE,GLOV
38035,2746,ROBE,GLOV
38036,3703,HEVARMOR,GLOV
38037,3747,LIGARMOR,GLOV
38038,3791,MROBE,GLOV
38039,3835,ROBE,GLOV
38040,3791,MROBE,GLOV
38041,3835,ROBE,GLOV
38042,2395,HEVARMOR,HELM
38043,2455,MEDARMOR,HELM
38044,2335,ROBE,HELM
38045,2275,LIGARMOR,HELM
38046,2836,MEDARMOR,HELM
38047,2792,HEVARMOR,HELM
38048,2880,ROBE,HELM
38049,2748,ROBE,HELM
38050,2703,HEVARMOR,HELM
38051,3749,LIGARMOR,HELM
38052,3793,MROBE,HELM
38053,3837,ROBE,HELM
38054,3791,MROBE,GLOV
38055,3835,ROBE,GLOV
38056,2394,HEVARMOR,SHOU
38057,2454,MEDARMOR,SHOU
38058,2334,ROBE,SHOU
38059,2274,LIGARMOR,SHOU
38060,2835,MEDARMOR,SHOU
38061,2791,HEVARMOR,SHOU
38062,2879,ROBE,SHOU
38063,2747,ROBE,SHOU
38064,3704,HEVARMOR,SHOU
38065,3748,LIGARMOR,SHOU
38066,3792,MROBE,SHOU
38067,3836,ROBE,SHOU
38068,3793,MROBE,HELM
38069,3837,ROBE,HELM
38070,2391,HEVARMOR,BODY
38071,2451,MEDARMOR,BODY
38072,2331,ROBE,BODY
38073,2271,LIGARMOR,BODY
38074,2832,MEDARMOR,BODY
38075,2788,HEVARMOR,BODY
38076,2876,ROBE,BODY
38077,2744,ROBE,BODY
38078,3701,HEVARMOR,BODY
38079,3745,LIGARMOR,BODY
38080,3789,MROBE,BODY
38081,3833,ROBE,BODY
38082,3788,NONE,BELT
38083,3832,NONE,BELT
38084,2395,HEVARMOR,HELM
38085,2455,MEDARMOR,HELM
38086,2335,ROBE,HELM
38087,2275,LIGARMOR,HELM
38088,2836,MEDARMOR,HELM
38089,2792,HEVARMOR,HELM
38090,2880,ROBE,HELM
38091,2748,ROBE,HELM
38092,2703,HEVARMOR,HELM
38093,3749,LIGARMOR,HELM
38094,3793,MROBE,HELM
38095,3837,ROBE,HELM
38096,3792,MROBE,SHOU
38097,3836,ROBE,SHOU
38098,2392,HEVARMOR,BOOT
38099,2452,MEDARMOR,BOOT
38100,2332,ROBE,BOOT
38101,2272,LIGARMOR,BOOT
38102,2833,MEDARMOR,BOOT
38103,2789,HEVARMOR,BOOT
38104,2877,ROBE,BOOT
38105,2745,ROBE,BOOT
38106,3702,HEVARMOR,BOOT
38107,3746,LIGARMOR,BOOT
38108,3790,MROBE,BOOT
38109,3834,ROBE,BOOT
38110,3790,MROBE,BOOT
38111,3834,ROBE,BOOT
38112,2394,HEVARMOR,SHOU
38113,2454,MEDARMOR,SHOU
38114,2334,ROBE,SHOU
38115,2274,LIGARMOR,SHOU
38116,2835,MEDARMOR,SHOU
38117,2791,HEVARMOR,SHOU
38118,2879,ROBE,SHOU
38119,2747,ROBE,SHOU
38120,3704,HEVARMOR,SHOU
38121,3748,LIGARMOR,SHOU
38122,3792,MROBE,SHOU
38123,3836,ROBE,SHOU
38124,3791,MROBE,GLOV
38125,3835,ROBE,GLOV
38126,2391,HEVARMOR,BODY
38127,2451,MEDARMOR,BODY
38128,2331,ROBE,BODY
38129,2271,LIGARMOR,BODY
38130,2832,MEDARMOR,BODY
38131,2788,HEVARMOR,BODY
38132,2876,ROBE,BODY
38133,2744,ROBE,BODY
38134,3701,HEVARMOR,BODY
38135,3745,LIGARMOR,BODY
38136,3789,MROBE,BODY
38137,3833,ROBE,BODY
38138,3789,MROBE,BODY
38139,3833,ROBE,BODY
38140,2390,NONE,BELT
38141,2450,NONE,BELT
38142,2330,NONE,BELT
38143,2270,NONE,BELT
38144,2831,NONE,BELT
38145,2787,NONE,BELT
38146,2869,NONE,BELT
38147,2743,NONE,BELT
38148,3700,NONE,BELT
38149,3744,NONE,BELT
38150,3788,NONE,BELT
38151,3832,NONE,BELT
38152,3793,MROBE,HELM
38153,3837,ROBE,HELM
38154,2393,HEVARMOR,GLOV
38155,2453,MEDARMOR,GLOV
38156,2333,ROBE,GLOV
38157,2273,LIGARMOR,GLOV
38158,2834,MEDARMOR,GLOV
38159,2790,HEVARMOR,GLOV
38160,2878,ROBE,GLOV
38161,2746,ROBE,GLOV
38162,3703,HEVARMOR,GLOV
38163,3747,LIGARMOR,GLOV
38164,3791,MROBE,GLOV
38165,3835,ROBE,GLOV
38166,3792,MROBE,SHOU
38167,3836,ROBE,SHOU
38168,2392,HEVARMOR,BOOT
38169,2452,MEDARMOR,BOOT
38170,2332,ROBE,BOOT
38171,2272,LIGARMOR,BOOT
38172,2833,MEDARMOR,BOOT
38173,2789,HEVARMOR,BOOT
38174,2877,ROBE,BOOT
38175,2745,ROBE,BOOT
38176,3702,HEVARMOR,BOOT
38177,3746,LIGARMOR,BOOT
38178,3790,MROBE,BOOT
38179,3834,ROBE,BOOT
38180,3788,NONE,BELT
38181,3832,NONE,BELT
38182,2394,HEVARMOR,SHOU
38183,2454,MEDARMOR,SHOU
38184,2334,ROBE,SHOU
38185,2274,LIGARMOR,SHOU
38186,2835,MEDARMOR,SHOU
38187,2791,HEVARMOR,SHOU
38188,2879,ROBE,SHOU
38189,2747,ROBE,SHOU
38190,3704,HEVARMOR,SHOU
38191,3748,LIGARMOR,SHOU
38192,3792,MROBE,SHOU
38193,3836,ROBE,SHOU
38194,3791,MROBE,GLOV
38195,3835,ROBE,GLOV
38196,2391,HEVARMOR,BODY
38197,2451,MEDARMOR,BODY
38198,2331,ROBE,BODY
38199,2271,LIGARMOR,BODY
38200,2832,MEDARMOR,BODY
38201,2788,HEVARMOR,BODY
38202,2876,ROBE,BODY
38203,2744,ROBE,BODY
38204,3701,HEVARMOR,BODY
38205,3745,LIGARMOR,BODY
38206,3789,MROBE,BODY
38207,3833,ROBE,BODY
38208,3791,MROBE,GLOV
38209,3835,ROBE,GLOV
38210,2390,NONE,BELT
38211,2450,NONE,BELT
38212,2330,NONE,BELT
38213,2270,NONE,BELT
38214,2831,NONE,BELT
38215,2787,NONE,BELT
38216,2869,NONE,BELT
38217,2743,NONE,BELT
38218,3700,NONE,BELT
38219,3744,NONE,BELT
38220,3788,NONE,BELT
38221,3832,NONE,BELT
38222,3792,MROBE,SHOU
38223,3836,ROBE,SHOU
38224,2391,HEVARMOR,BODY
38225,2451,MEDARMOR,BODY
38226,2331,ROBE,BODY
38227,2271,LIGARMOR,BODY
38228,2832,MEDARMOR,BODY
38229,2788,HEVARMOR,BODY
38230,2876,ROBE,BODY
38231,2744,ROBE,BODY
38232,3701,HEVARMOR,BODY
38233,3745,LIGARMOR,BODY
38234,3789,MROBE,BODY
38235,3833,ROBE,BODY
38236,3793,MROBE,HELM
38237,3837,ROBE,HELM
38238,2392,HEVARMOR,BOOT
38239,2452,MEDARMOR,BOOT
38240,2332,ROBE,BOOT
38241,2272,LIGARMOR,BOOT
38242,2833,MEDARMOR,BOOT
38243,2789,HEVARMOR,BOOT
38244,2877,ROBE,BOOT
38245,2745,ROBE,BOOT
38246,3702,HEVARMOR,BOOT
38247,3746,LIGARMOR,BOOT
38248,3790,MROBE,BOOT
38249,3834,ROBE,BOOT
38250,3790,MROBE,BOOT
38251,3834,ROBE,BOOT
38252,2394,HEVARMOR,SHOU
38253,2454,MEDARMOR,SHOU
38254,2334,ROBE,SHOU
38255,2274,LIGARMOR,SHOU
38256,2835,MEDARMOR,SHOU
38257,2791,HEVARMOR,SHOU
38258,2879,ROBE,SHOU
38259,2747,ROBE,SHOU
38260,3704,HEVARMOR,SHOU
38261,3748,LIGARMOR,SHOU
38262,3792,MROBE,SHOU
38263,3836,ROBE,SHOU
38264,3790,MROBE,BOOT
38265,3834,ROBE,BOOT
38266,2394,HEVARMOR,SHOU
38267,2454,MEDARMOR,SHOU
38268,2334,ROBE,SHOU
38269,2274,LIGARMOR,SHOU
38270,2835,MEDARMOR,SHOU
38271,2791,HEVARMOR,SHOU
38272,2879,ROBE,SHOU
38273,2747,ROBE,SHOU
38274,3704,HEVARMOR,SHOU
38275,3748,LIGARMOR,SHOU
38276,3792,MROBE,SHOU
38277,3836,ROBE,SHOU
38278,3788,NONE,BELT
38279,3832,NONE,BELT
38280,2391,HEVARMOR,BODY
38281,2451,MEDARMOR,BODY
38282,2331,ROBE,BODY
38283,2271,LIGARMOR,BODY
38284,2832,MEDARMOR,BODY
38285,2788,HEVARMOR,BODY
38286,2876,ROBE,BODY
38287,2744,ROBE,BODY
38288,3701,HEVARMOR,BODY
38289,3745,LIGARMOR,BODY
38290,3789,MROBE,BODY
38291,3833,ROBE,BODY
38292,3792,MROBE,SHOU
38293,3836,ROBE,SHOU
38294,2393,HEVARMOR,GLOV
38295,2453,MEDARMOR,GLOV
38296,2333,ROBE,GLOV
38297,2273,LIGARMOR,GLOV
38298,2834,MEDARMOR,GLOV
38299,2790,HEVARMOR,GLOV
38300,2878,ROBE,GLOV
38301,2746,ROBE,GLOV
38302,3703,HEVARMOR,GLOV
38303,3747,LIGARMOR,GLOV
38304,3791,MROBE,GLOV
38305,3835,ROBE,GLOV
38306,3789,MROBE,BODY
38307,3833,ROBE,BODY
38308,2395,HEVARMOR,HELM
38309,2455,MEDARMOR,HELM
38310,2335,ROBE,HELM
38311,2275,LIGARMOR,HELM
38312,2836,MEDARMOR,HELM
38313,2792,HEVARMOR,HELM
38314,2880,ROBE,HELM
38315,2748,ROBE,HELM
38316,2703,HEVARMOR,HELM
38317,3749,LIGARMOR,HELM
38318,3793,MROBE,HELM
38319,3837,ROBE,HELM
38320,3793,MROBE,HELM
38321,3837,ROBE,HELM
38322,2392,HEVARMOR,BOOT
38323,2452,MEDARMOR,BOOT
38324,2332,ROBE,BOOT
38325,2272,LIGARMOR,BOOT
38326,2833,MEDARMOR,BOOT
38327,2789,HEVARMOR,BOOT
38328,2877,ROBE,BOOT
38329,2745,ROBE,BOOT
38330,3702,HEVARMOR,BOOT
38331,3746,LIGARMOR,BOOT
38332,3790,MROBE,BOOT
38333,3834,ROBE,BOOT
38334,3766,MROBE,BOOT
38335,3810,ROBE,BOOT
38336,2369,HEVARMOR,GLOV
38337,2429,MEDARMOR,GLOV
38338,2309,ROBE,GLOV
38339,2249,LIGARMOR,GLOV
38340,2810,MEDARMOR,GLOV
38341,2766,HEVARMOR,GLOV
38342,2854,ROBE,GLOV
38343,2722,ROBE,GLOV
38344,3679,HEVARMOR,GLOV
38345,3723,LIGARMOR,GLOV
38346,3767,MROBE,GLOV
38347,3811,ROBE,GLOV
38348,3768,MROBE,SHOU
38349,3812,ROBE,SHOU
38350,2368,HEVARMOR,BOOT
38351,2428,MEDARMOR,BOOT
38352,2308,ROBE,BOOT
38353,2248,LIGARMOR,BOOT
38354,2809,MEDARMOR,BOOT
38355,2765,HEVARMOR,BOOT
38356,2853,ROBE,BOOT
38357,2721,ROBE,BOOT
38358,3678,HEVARMOR,BOOT
38359,3722,LIGARMOR,BOOT
38360,3766,MROBE,BOOT
38361,3810,ROBE,BOOT
38362,3765,MROBE,BODY
38363,3809,ROBE,BODY
38364,2369,HEVARMOR,GLOV
38365,2429,MEDARMOR,GLOV
38366,2309,ROBE,GLOV
38367,2249,LIGARMOR,GLOV
38368,2810,MEDARMOR,GLOV
38369,2766,HEVARMOR,GLOV
38370,2854,ROBE,GLOV
38371,2722,ROBE,GLOV
38372,3679,HEVARMOR,GLOV
38373,3723,LIGARMOR,GLOV
38374,3767,MROBE,GLOV
38375,3811,ROBE,GLOV
38376,3764,NONE,BELT
38377,3808,NONE,BELT
38378,2370,HEVARMOR,SHOU
38379,2430,MEDARMOR,SHOU
38380,2310,ROBE,SHOU
38381,2250,LIGARMOR,SHOU
38382,2811,MEDARMOR,SHOU
38383,2767,HEVARMOR,SHOU
38384,2855,ROBE,SHOU
38385,2723,ROBE,SHOU
38386,3680,HEVARMOR,SHOU
38387,3724,LIGARMOR,SHOU
38388,3768,MROBE,SHOU
38389,3812,ROBE,SHOU
38390,3772,MROBE,BOOT
38391,3816,ROBE,BOOT
38392,2375,HEVARMOR,GLOV
38393,2435,MEDARMOR,GLOV
38394,2315,ROBE,GLOV
38395,2255,LIGARMOR,GLOV
38396,2816,MEDARMOR,GLOV
38397,2772,HEVARMOR,GLOV
38398,2860,ROBE,GLOV
38399,2728,ROBE,GLOV
38400,3685,HEVARMOR,GLOV
38401,3729,LIGARMOR,GLOV
38402,3773,MROBE,GLOV
38403,3817,ROBE,GLOV
38404,3771,MROBE,BODY
38405,3815,ROBE,BODY
38406,2377,HEVARMOR,HELM
38407,2437,MEDARMOR,HELM
38408,2317,ROBE,HELM
38409,2257,LIGARMOR,HELM
38410,2818,MEDARMOR,HELM
38411,2774,HEVARMOR,HELM
38412,2862,ROBE,HELM
38413,2730,ROBE,HELM
38414,2685,HEVARMOR,HELM
38415,3731,LIGARMOR,HELM
38416,3775,MROBE,HELM
38417,3819,ROBE,HELM
38418,3774,MROBE,SHOU
38419,3818,ROBE,SHOU
38420,2372,NONE,BELT
38421,2432,NONE,BELT
38422,2312,NONE,BELT
38423,2252,NONE,BELT
38424,2813,NONE,BELT
38425,2769,NONE,BELT
38426,2857,NONE,BELT
38427,2725,NONE,BELT
38428,3682,NONE,BELT
38429,3726,NONE,BELT
38430,3770,NONE,BELT
38431,3814,NONE,BELT
38432,3772,MROBE,BOOT
38433,3816,ROBE,BOOT
38434,2375,HEVARMOR,GLOV
38435,2435,MEDARMOR,GLOV
38436,2315,ROBE,GLOV
38437,2255,LIGARMOR,GLOV
38438,2816,MEDARMOR,GLOV
38439,2772,HEVARMOR,GLOV
38440,2860,ROBE,GLOV
38441,2728,ROBE,GLOV
38442,3685,HEVARMOR,GLOV
38443,3729,LIGARMOR,GLOV
38444,3773,MROBE,GLOV
38445,3817,ROBE,GLOV
38446,3774,MROBE,SHOU
38447,3818,ROBE,SHOU
38448,2372,NONE,BELT
38449,2432,NONE,BELT
38450,2312,NONE,BELT
38451,2252,NONE,BELT
38452,2813,NONE,BELT
38453,2769,NONE,BELT
38454,2857,NONE,BELT
38455,2725,NONE,BELT
38456,3682,NONE,BELT
38457,3726,NONE,BELT
38458,3770,NONE,BELT
38459,3814,NONE,BELT
38460,3778,MROBE,BOOT
38461,3828,ROBE,BOOT
38462,2381,HEVARMOR,GLOV
38463,2441,MEDARMOR,GLOV
38464,2321,ROBE,GLOV
38465,2261,LIGARMOR,GLOV
38466,2822,MEDARMOR,GLOV
38467,2778,HEVARMOR,GLOV
38468,2866,ROBE,GLOV
38469,2734,ROBE,GLOV
38470,3691,HEVARMOR,GLOV
38471,3741,LIGARMOR,GLOV
38472,3779,MROBE,GLOV
38473,3829,ROBE,GLOV
38474,3777,MROBE,BODY
38475,3827,ROBE,BODY
38476,2378,NONE,BELT
38477,2438,NONE,BELT
38478,2318,NONE,BELT
38479,2258,NONE,BELT
38480,2819,NONE,BELT
38481,2775,NONE,BELT
38482,2863,NONE,BELT
38483,2731,NONE,BELT
38484,3688,NONE,BELT
38485,3738,NONE,BELT
38486,3776,NONE,BELT
38487,3826,NONE,BELT
38488,3781,MROBE,HELM
38489,3831,ROBE,HELM
38490,2381,HEVARMOR,GLOV
38491,2441,MEDARMOR,GLOV
38492,2321,ROBE,GLOV
38493,2261,LIGARMOR,GLOV
38494,2822,MEDARMOR,GLOV
38495,2778,HEVARMOR,GLOV
38496,2866,ROBE,GLOV
38497,2734,ROBE,GLOV
38498,3691,HEVARMOR,GLOV
38499,3741,LIGARMOR,GLOV
38500,3779,MROBE,GLOV
38501,3829,ROBE,GLOV
38502,3780,MROBE,SHOU
38503,3830,ROBE,SHOU
38504,2380,HEVARMOR,BOOT
38505,2440,MEDARMOR,BOOT
38506,2320,ROBE,BOOT
38507,2260,LIGARMOR,BOOT
38508,2821,MEDARMOR,BOOT
38509,2777,HEVARMOR,BOOT
38510,2865,ROBE,BOOT
38511,2733,ROBE,BOOT
38512,3690,HEVARMOR,BOOT
38513,3740,LIGARMOR,BOOT
38514,3778,MROBE,BOOT
38515,3828,ROBE,BOOT
38516,3777,MROBE,BODY
38517,3827,ROBE,BODY
38518,2380,HEVARMOR,BOOT
38519,2440,MEDARMOR,BOOT
38520,2320,ROBE,BOOT
38521,2260,LIGARMOR,BOOT
38522,2821,MEDARMOR,BOOT
38523,2777,HEVARMOR,BOOT
38524,2865,ROBE,BOOT
38525,2733,ROBE,BOOT
38526,3690,HEVARMOR,BOOT
38527,3740,LIGARMOR,BOOT
38528,3778,MROBE,BOOT
38529,3828,ROBE,BOOT
38530,3793,MROBE,HELM
38531,3837,ROBE,HELM
38532,2394,HEVARMOR,SHOU
38533,2454,MEDARMOR,SHOU
38534,2334,ROBE,SHOU
38535,2274,LIGARMOR,SHOU
38536,2835,MEDARMOR,SHOU
38537,2791,HEVARMOR,SHOU
38538,2879,ROBE,SHOU
38539,2747,ROBE,SHOU
38540,3704,HEVARMOR,SHOU
38541,3748,LIGARMOR,SHOU
38542,3792,MROBE,SHOU
38543,3836,ROBE,SHOU
38544,3788,NONE,BELT
38545,3832,NONE,BELT
38546,1954,NONE,BACK
38547,1960,NONE,BACK
38548,1952,NONE,BACK
38549,1952,NONE,BACK
38550,1952,NONE,BACK
38551,1952,NONE,BACK
38552,1952,NONE,BACK
38553,1952,NONE,BACK
38554,1952,NONE,BACK
38555,1952,NONE,BACK
38556,1952,NONE,BACK
38557,1952,NONE,BACK
38558,3789,MROBE,BODY
38559,3833,ROBE,BODY
38560,2393,HEVARMOR,GLOV
38561,2453,MEDARMOR,GLOV
38562,2333,ROBE,GLOV
38563,2273,LIGARMOR,GLOV
38564,2834,MEDARMOR,GLOV
38565,2790,HEVARMOR,GLOV
38566,2878,ROBE,GLOV
38567,2746,ROBE,GLOV
38568,3703,HEVARMOR,GLOV
38569,3747,LIGARMOR,GLOV
38570,3791,MROBE,GLOV
38571,3835,ROBE,GLOV
38572,3793,MROBE,HELM
38573,3837,ROBE,HELM
38574,2394,HEVARMOR,SHOU
38575,2454,MEDARMOR,SHOU
38576,2334,ROBE,SHOU
38577,2274,LIGARMOR,SHOU
38578,2835,MEDARMOR,SHOU
38579,2791,HEVARMOR,SHOU
38580,2879,ROBE,SHOU
38581,2747,ROBE,SHOU
38582,3704,HEVARMOR,SHOU
38583,3748,LIGARMOR,SHOU
38584,3792,MROBE,SHOU
38585,3836,ROBE,SHOU
38586,3790,MROBE,BOOT
38587,3834,ROBE,BOOT
38588,2393,HEVARMOR,GLOV
38589,2453,MEDARMOR,GLOV
38590,2333,ROBE,GLOV
38591,2273,LIGARMOR,GLOV
38592,2834,MEDARMOR,GLOV
38593,2790,HEVARMOR,GLOV
38594,2878,ROBE,GLOV
38595,2746,ROBE,GLOV
38596,3703,HEVARMOR,GLOV
38597,3747,LIGARMOR,GLOV
38598,3791,MROBE,GLOV
38599,3835,ROBE,GLOV
38600,3793,MROBE,HELM
38601,3837,ROBE,HELM
38602,2393,HEVARMOR,GLOV
38603,2453,MEDARMOR,GLOV
38604,2333,ROBE,GLOV
38605,2273,LIGARMOR,GLOV
38606,2834,MEDARMOR,GLOV
38607,2790,HEVARMOR,GLOV
38608,2878,ROBE,GLOV
38609,2746,ROBE,GLOV
38610,3703,HEVARMOR,GLOV
38611,3747,LIGARMOR,GLOV
38612,3791,MROBE,GLOV
38613,3835,ROBE,GLOV
38614,1952,NONE,BACK
38615,1952,NONE,BACK
38616,2390,NONE,BELT
38617,2450,NONE,BELT
38618,2330,NONE,BELT
38619,2270,NONE,BELT
38620,2831,NONE,BELT
38621,2787,NONE,BELT
38622,2869,NONE,BELT
38623,2743,NONE,BELT
38624,3700,NONE,BELT
38625,3744,NONE,BELT
38626,3788,NONE,BELT
38627,3832,NONE,BELT
38628,3788,NONE,BELT
38629,3832,NONE,BELT
38630,2392,HEVARMOR,BOOT
38631,2452,MEDARMOR,BOOT
38632,2332,ROBE,BOOT
38633,2272,LIGARMOR,BOOT
38634,2833,MEDARMOR,BOOT
38635,2789,HEVARMOR,BOOT
38636,2877,ROBE,BOOT
38637,2745,ROBE,BOOT
38638,3702,HEVARMOR,BOOT
38639,3746,LIGARMOR,BOOT
38640,3790,MROBE,BOOT
38641,3834,ROBE,BOOT
38642,3590,MEDARMOR,BOOT
38643,3634,ROBE,BOOT
38644,2189,HEVARMOR,GLOV
38645,2069,MEDARMOR,GLOV
38646,2129,ROBE,GLOV
38647,2003,LIGARMOR,GLOV
38648,2677,LIGARMOR,GLOV
