Effect Id,Vfx Id,Type,Id,Description:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,5,0,2427,AoE at the Ground targeted location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,6,0,2428,Impact from AoE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,4,0,2786,Rift Opening,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,5,0,698,Pulled towards rift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,6,0,2436,AoE Snare blast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2029,8,0,2435,Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,5,0,2366,AOE Looping Disk effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2030,6,0,2374,Impact from AOE Disk effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,7,0,523,"Self Buff, Wound increase and offensive fire damage shield.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,4,0,0,Impact from offensive fire shield damage.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,6,0,2423,Beam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,6,0,2425,Impact from channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2032,1,0,1720,Horror Spawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Magus Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,8,0,576,Taunt on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,7,0,577,Taunt on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,0,824,DoT activation (10% chance on Rend Winds and Flickering Fire),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2039,7,0,768,Ap Gain after disrupt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,7,0,766,Wound buff on Pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Magus Spec Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2045,4,0,1362,Heal effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,4,0,2377,Extra impact from red fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2046,5,0,2364,Extra impact from Violet fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2049,1,0,0,DoT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Magus Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2055,8,0,2435,Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,4,0,2613,Pulse Aoe from target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2056,6,0,1419,Impact from Pulse AoE on targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2057,7,0,2617,Free casting (no ap cost),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Magus Spec Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2062,4,0,0,Line AoE blast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Magus Extra Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,3,0,2766,Pet landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,5,0,2765,Mine exploding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,4,0,2800,Warp effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Zealot Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,1,0,1361,Scourge Tyrant Heal Proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,9,0,515,Harbinger of Chaos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,1,0,786,Combo Heal + AP Heal from Event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,2,0,260,Glow effect for Harbinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,5,1,74,Animation: Mark has been used by Targ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,7,0,537,Mark has been activated on secondary target: Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,8,0,534,Mark is placed on Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,8,0,816,Every DoT Tick has chance to make Scourge cast for free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,10,0,1391,Dispel Enchantment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,2,0,815,Damage (Only if Enchatment is removed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,7,0,1598,Removes Curse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,6,0,1598,Removes Hex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,7,0,547,res. AP: LM.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,8,0,533,Mark is placed on Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2083,11,0,2086,Mark is Used: Direct Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,6,0,1361,Healing Effect after leaping to target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,1,0,710,Heals target when HOT ends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,1,0,2458,Impact on target from Knockback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,6,0,1381,Mark is activated: PBAE DoT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,8,0,697,Mark is placed on Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,8,0,2091,Increases Target's Wounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,9,0,1361,Heals for amount wounds are increased.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,5,0,0,Corporeal resist debuff(tactic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,6,0,0,Armor debuff(tactic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,3,0,2145,Damage Absorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,4,0,1361,Heal after Absorb wears off.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,6,0,1089,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,8,0,599,Ability now affects all targets within the area of effect.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,2,0,547,Res effect on the player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,7,0,2091,Toughness Buff on player.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Zealot Spec Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,7,0,1393,Electrical Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,7,0,1386,Stun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,7,1,52,Stun Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,1,0,3234,Stagger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,6,0,690,"Ground Decal, looping.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,7,0,719,Pulse effect for Ritual Circles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,9,0,2090,AP restore Proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,2,0,720,AE wave from center (with tactic slotted),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,1,0,564,Impact from AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,8,0,1361,Heals Defensive target based on damage from ability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,6,0,689,"Ground Decal, looping.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,7,0,718,Pulse effect for Ritual Circles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,9,0,2089,Damage Absorb Proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,2,0,720,AE wave from center (with tactic slotted),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,1,0,564,Impact from AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,1,0,1413,Effect cast on the target.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,7,0,814,Damages whenever a heal is cast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,1,0,1396,Channeled effect on the target. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,6,0,687,"Ground Decal, looping.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,7,0,721,Pulse effect for Ritual Circles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,9,0,1361,Healing Pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,2,0,720,AE wave from center (with tactic slotted),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,1,0,564,Impact from AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,8,0,518,Mark is placed on Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,1,0,2094,AoE Pulse on the Harbinger target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,6,0,954,Damage Pulse from Harbinger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,1,0,851,Knockdown Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,1,1,54,Knockdown Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,9,0,2095,Wind Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Zealot Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,1,0,786,Combo Heal + AP Heal from Event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,7,0,273,Armor and Armor Pen up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,2,0,1523,Impact from Rite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,8,0,424,Crit Heals grant +50 Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,8,0,306,Gives target 50AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,8,0,710,Incoming Heals are boosted on target for duration of effect. (random proc),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Zealot Spec Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,2,0,1034,Damage offensive target for 25% of heal value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,6,0,1361,Heal effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,7,0,353,Heal debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,6,0,1362,Defensive target Heal based on damage pulse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,6,0,1362,Heal effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,7,0,2083,Damage Absorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Zealot Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,5,0,2302,Single Target - armor and resists reduced 35% 6s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,7,0,1031,Generic armor buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,1,0,2305,Damage over time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,7,0,389,Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Zealot Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,7,0,816,Incoming Healing is reduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Zealot Marks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,11,0,2086,Dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,6,0,814,PBAE Dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,2,0,547,Target is alive!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,1,0,2743,Fade out on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,8,0,884,Detaunt on Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,Elf Pairing Go!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Swordmaster Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,7,0,55,Stun from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,6,0,0,More hate (Only against monsters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,7,0,1613,Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,5,0,768,AP gain on self from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,8,0,576,Taunt on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,7,0,577,Taunt on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,1,0,2869,Glow effect on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,8,0,923,Damage debuff on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,1,0,920,Additional Impact from event - Nature Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,2,0,686,Additional Impact from event - Heaven Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,11,0,916,VFX For 1s Delayed Dragon Talon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,9,0,1624,Parry up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,5,0,615,Friendly Buff on Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,3,0,564,Damage done to Swordmaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,2,0,560,Damage transfer/shielded effect on Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,4,0,915,Looping Blade Effect_Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,1,0,2894,AoE stat steal. May not be needed. (currently single target),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,11,0,1617,Stat Debuff/steal   Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,12,0,1621,Stat Buff   Strength,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,13,0,1616,Stat Debuff/steal    Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,14,0,1620,Stat Buff   Intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,15,0,1616,Stat Debuff/steal   Willpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,16,0,1620,Stat Buff   Willpower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,17,0,1618,Stat Debuff/steal   Toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,18,0,1622,Stat Buff   Toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,19,0,1619,Stat Debuff/steal   Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,20,0,1623,Stat Buff   Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,21,0,1617,Stat Debuff/steal   Weapon Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,22,0,1621,Stat Buff   Weapon Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,23,0,1619,Stat Debuff/steal   Ballistic Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,24,0,1623,Stat Buff   Ballistic Skill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,1,0,920,Additional Impact from event - Nature Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,2,0,686,Additional Impact from event - Heaven Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,4,0,0,DoT from event (non-looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,1,0,920,Additional Impact from event - Nature Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,2,0,686,Additional Impact from event - Heaven Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,7,0,81,Morale Loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,8,0,1617,Tactic - Reduce Chance to Crit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,8,0,576,Taunt on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,7,0,577,Taunt on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,1,0,2869,Glow Effect on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,5,0,768,AP gain on self from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,4,0,913,Looping Blade Effect_Heaven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,1,0,686,Additional Impact from event - Heaven Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,2,0,1066,AoE proc for group HoT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,1,0,1029,HoT proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,8,0,1625,Spirit Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2166,7,0,936,Root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,1,0,920,Additional Impact from event - Nature Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,2,0,686,Additional Impact from event - Heaven Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,8,0,55,Disorient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,5,0,768,AP gain on self from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,4,0,914,Looping Blade Effect_Spirit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,1,0,921,Additional Impact from event - Spirit Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,8,0,1139,Damage Absorb Proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,1,0,1153,Daze effect that plays for duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,1,0,2360,Effect on self while channeling Hold The Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2171,5,0,2361,Ally has gained Hold The Line defense from me,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
