NIF,NIF,NIF,Type,,,,,,
1816,PROJ_EM_JudgementBolt,vfx_PROJ_EM_JudgementBolt,0,,,,,,
1817,IMPACT_AOE_EM_SigmarsRadiance,vfx_IMPACT_AOE_EM_SigmarsRadiance,0,,,,,,
1818,BUFF_EM_Absorbshield,vfx_BUFF_EM_Absorbshield,0,,,,,,
1819,AOE_EM_LOOP_Heallight,vfx_AOE_EM_LOOP_Heallight,0,,,,,,
1820,vfx_DeBUFF_MOR_EM_ReverseFortune,vfx_DeBUFF_MOR_EM_ReverseFortune,0,,,,,,
1821,vfx_CAST_MOR_EM_ReverseFortune,vfx_CAST_MOR_EM_ReverseFortune,0,,,,,,
1822,vfx_AOE_MOR_EM_WitchfinderProtection,vfx_AOE_MOR_EM_WitchfinderProtection,0,,,,,,
1823,vfx_PROJ_MOR_EM_HolyBlade,vfx_PROJ_MOR_EM_HolyBlade,0,,,,,,
1824,vfx_AOE_MOR_EM_Excommunicate,vfx_AOE_MOR_EM_Excommunicate,0,,,,,,
1825,vfx_AOE_MOR_EM_Expurgation,vfx_AOE_MOR_EM_Expurgation,0,,,,,,
1826,BUFF_EM_Healshield,vfx_BUFF_EM_Healshield,0,,,,,,
1827,PtoP_HE_LifeTransfer,vfx_PtoP_HE_LifeTransfer,0,,,,,,
1828,IMPACT_HE_LifeTransfer,vfx_IMPACT_HE_LifeTransfer,0,,,,,,
1829,DeBUFF_HE_Spirit,vfx_DeBUFF_HE_Spirit,0,,,,,,
1830,DBUF_HE_LifeSiphon,vfx_DBUF_HE_LifeSiphon,0,,,,,,
1831,BUFF_HE_LifeSiphon,vfx_BUFF_HE_LifeSiphon,0,,,,,,
1832,DBUF_DE_LifeSiphon,vfx_DBUF_DE_LifeSiphon,0,,,,,,
1833,BUFF_DE_LifeSiphon,vfx_BUFF_DE_LifeSiphon,0,,,,,,
1834,IMPACT_HE_LifeTransfer_Out,vfx_IMPACT_HE_LifeTransfer_Out,0,,,,,,
1835,DE_IMPACT_ConsumeEnchantment,vfx_DE_IMPACT_ConsumeEnchantment,0,,,,,,
1836,Impact_DE_ConsumeTh,vfx_Impact_DE_ConsumeTh,0,,,,,,
1837,BUFF_DE_Absorbshield,vfx_BUFF_DE_Absorbshield,0,,,,,,
1838,PROJ_DE_KaineFist,vfx_PROJ_DE_KaineFist,0,,,,,,
1839,Buff_DE_Souldrain,vfx_Buff_DE_Souldrain,0,,,,,,
1840,IMPACT_CH_MagicalImpact,vfx_IMPACT_CH_MagicalImpact,0,,,,,,
1841,CH_Heal_LeapingHeal,vfx_CH_Heal_LeapingHeal,0,,,,,,
1842,IMPACT_DE_Soulhit,vfx_IMPACT_DE_Soulhit,0,,,,,,
1843,BUFF_CH_AbsorbPulse,vfx_BUFF_CH_AbsorbPulse,0,,,,,,
1844,BUF_CH_APBuff,vfx_BUF_CH_APBuff,0,,,,,,
1845,BUFF_CH_FIG_Toughness01,vfx_BUFF_CH_FIG_Toughness01,0,,,,,,
1846,PtoP_CH_EnergyBolt,vfx_PtoP_CH_EnergyBolt,0,,,,,,
1847,AOE_DE_DevourEs,vfx_AOE_DE_DevourEs,0,,,,,,
1848,AOE_CH_ChaoticAgitation,vfx_AOE_CH_ChaoticAgitation,0,,,,,,
1849,AOE_CH_WindsofInsanity,vfx_AOE_CH_WindsofInsanity,0,,,,,,
1850,CONE_DE_WaveDismis,vfx_CONE_DE_WaveDismis,0,,,,,,
1851,BUFF_GS_ShieldHit,vfx_BUFF_GS_ShieldHit,0,,,,,,
1852,BUFF_GS_ShoutGlow01,vfx_BUFF_GS_ShoutGlow01,0,,,,,,
1853,BUFF_GS_ShoutGlow02,vfx_BUFF_GS_ShoutGlow02,0,,,,,,
1854,AOE_MOR_EM_ConflagofDoom,vfx_AOE_MOR_EM_ConflagofDoom,0,,,,,,
1855,CONE_MOR_EM_BurningHead,vfx_CONE_MOR_EM_BurningHead,0,,,,,,
1856,BUFF_MOR_EM_HeartofFire,vfx_BUFF_MOR_EM_HeartofFire,0,,,,,,
1857,AOE_MOR_EM_RuinofDestro,vfx_AOE_MOR_EM_RuinofDestro,0,,,,,,
1858,IMPACT_MOR_EM_MagicDart,vfx_IMPACT_MOR_EM_MagicDart,0,,,,,,
1859,PROJ_MOR_EM_MagicDart,vfx_PROJ_MOR_EM_MagicDart,0,,,,,,
1860,BUF_GS_APBuff,vfx_BUF_GS_APBuff,0,,,,,,
1861,PROJ_GS_APOrb,vfx_PROJ_GS_APOrb,0,,,,,,
1862,PROJ_GS_IntOrb,vfx_PROJ_GS_IntOrb,0,,,,,,
1863,PROJ_GS_WaaghBall,vfx_PROJ_GS_WaaghBall,0,,,,,,
1864,AOE_GS_WaaghWave01,vfx_AOE_GS_WaaghWave01,0,,,,,,
1865,ATK_GS_Barbs,vfx_ATK_GS_Barbs,0,,,,,,
1866,IMPACT_GS_Barbs,vfx_IMPACT_GS_Barbs,0,,,,,,
1867,DBUF_GS_DoT01,vfx_DBUF_GS_DoT01,0,,,,,,
1868,IMPACT_GS_BrainBursta,vfx_IMPACT_GS_BrainBursta,0,,,,,,
1869,IMPACT_GS_Waaghchannel,vfx_IMPACT_GS_Waaghchannel,0,,,,,,
1870,PtoP_GS_WaaghBeam2,vfx_PtoP_GS_WaaghBeam2,0,,,,,,
1871,BUFF_GS_RemoveDebuff,vfx_BUFF_GS_RemoveDebuff,0,,,,,,
1872,AOE_GS_Gorksbuffs,vfx_AOE_GS_Gorksbuffs,0,,,,,,
1873,AOE_GS_WaaghWave02,vfx_AOE_GS_WaaghWave02,0,,,,,,
1874,DEBUF_GS_Cooldowns,vfx_DEBUF_GS_Cooldowns,0,,,,,,
1875,BUFF_GS_INT&Will_Head,vfx_BUFF_GS_INT&Will_Head,0,,,,,,
1876,BUFF_GS_INT&Will_Body,vfx_BUFF_GS_INT&Will_Body,0,,,,,,
1877,BUFF_GS_RemoveDebuff,vfx_BUFF_GS_RemoveDebuff,0,,,,,,
1878,BUFF_GS_AblativeHit,vfx_BUFF_GS_AblativeHit,0,,,,,,
1879,DBUF_GS_Speed,vfx_DBUF_GS_Speed,0,,,,,,
1880,DBUF_GS_APDebuff,vfx_DBUF_GS_APDebuff,0,,,,,,
1881,DBUF_GS_INT&Will_Head,vfx_DBUF_GS_INT&Will_Head,0,,,,,,
1882,DBUF_GS_INT&Will_Body,vfx_DBUF_GS_INT&Will_Body,0,,,,,,
1883,BUFF_GS_ParryIncrease,vfx_BUFF_GS_ParryIncrease,0,,,,,,
1884,IMPACT_GS_HeadHit01,vfx_IMPACT_GS_HeadHit01,0,,,,,,
1885,ATK_GS_MovementBarbs,vfx_ATK_GS_MovementBarbs,0,,,,,,
1886,IMPACT_GS_MovementBarbs,vfx_IMPACT_GS_MovementBarbs,0,,,,,,
1887,BUFF_GS_Healshield,vfx_BUFF_GS_Healshield,0,,,,,,
1888,BUFF_GS_FIG_Damage,vfx_BUFF_GS_FIG_Damage,0,,,,,,
1889,AOE_GS_Morksbuffs,vfx_AOE_GS_Morksbuffs,0,,,,,,
1890,AOE_GS_GooBlast,vfx_AOE_GS_GooBlast,0,,,,,,
1891,CONE_GS_WaveBigun,vfx_CONE_GS_WaveBigun,0,,,,,,
1892,GS_AOE_Heal,vfx_GS_AOE_Heal,0,,,,,,
1893,DBUF_GS_Silence,vfx_DBUF_GS_Silence,0,,,,,,
1894,GS_Heal_High,vfx_GS_Heal_High,0,,,,,,
1895,GS_CONE_WaaghBlast,vfx_GS_CONE_WaaghBlast,0,,,,,,
1896,BUFF_CH_Healshield,vfx_BUFF_CH_Healshield,0,,,,,,
1897,BUFF_GS_WaaghBuild,vfx_BUFF_GS_WaaghBuild,0,,,,,,
1898,BUFF_GS_Stats,vfx_BUFF_GS_Stats,0,,,,,,
1899,DBUFF_GS_Stats,vfx_DBUFF_GS_Stats,0,,,,,,
1900,AOE_GS_WaaghWave_Detaunt,vfx_AOE_GS_WaaghWave_Detaunt,0,,,,,,
1901,AOE_GS_WaaghWave03,vfx_AOE_GS_WaaghWave03,0,,,,,,
1902,GS_HEAL_Ressurection,vfx_GS_HEAL_Ressurection,0,,,,,,
1903,DeBUFF_DW_Evasion,vfx_DeBUFF_DW_Evasion,0,,,,,,
1904,BUFF_DW_FADE_FadeOut,vfx_BUFF_DW_FADE_FadeOut,0,,,,,,
1905,CONE_DW_CrackedEarth,vfx_CONE_DW_CrackedEarth,0,,,,,,
1906,HEAL_DW_Highheal,vfx_HEAL_DW_Highheal,0,,,,,,
1907,DW_Heal_Regen,vfx_DW_Heal_Regen,0,,,,,,
1908,ATK_DW_FirePillar,vfx_ATK_DW_FirePillar,0,,,,,,
1909,BUFF_DW_Healshield,vfx_BUFF_DW_Healshield,0,,,,,,
1910,BUFF_DW_BalisticUP,vfx_BUFF_DW_BalisticUP,0,,,,,,
1911,DW_Heal_JumpingRegen,vfx_DW_Heal_JumpingRegen,0,,,,,,
1912,AOE_DW_GroupHeal,vfx_AOE_DW_GroupHeal,0,,,,,,
1913,DBUF_DW_Dispel,vfx_DBUF_DW_Dispel,0,,,,,,
1914,AOE_DW_SunderEarth,vfx_AOE_DW_SunderEarth,0,,,,,,
1915,BUFF_DW_WoundsUp,vfx_BUFF_DW_WoundsUp,0,,,,,,
1916,ATK_DW_Spellbinding,vfx_ATK_DW_Spellbinding,0,,,,,,
1917,DBUF_DW_TransferOut,vfx_DBUF_DW_TransferOut,0,,,,,,
1918,BUFF_DW_TransferIn,vfx_BUFF_DW_TransferIn,0,,,,,,
1919,ATK_DW_Burning,vfx_ATK_DW_Burning,0,,,,,,
1920,IMPACT_DW_Transfer2,vfx_IMPACT_DW_Transfer2,0,,,,,,
1921,BUFF_DW_TransferIN2,vfx_BUFF_DW_TransferIN2,0,,,,,,
1922,BUFF_DW_ElectricalPulse,vfx_BUFF_DW_ElectricalPulse,0,,,,,,
1923,AOE_DW_GroupRez,vfx_AOE_DW_GroupRez,0,,,,,,
1924,Snare_DW_Barbwire,vfx_Snare_DW_Barbwire,0,,,,,,
1925,Heal_DW_Keg01,vfx_Heal_DW_Keg01,0,,,,,,
1926,AOE_DW_Keg01,vfx_AOE_DW_Keg01,0,,,,,,
1927,CONE_Gunblast_Huge,vfx_CONE_Gunblast_Huge,0,,,,,,
1928,Cast_Turret_Repair,vfx_Cast_Turret_Repair,0,,,,,,
1929,Impact_Turret_Steam,vfx_Impact_Turret_Steam,0,,,,,,
1930,Cast_Turret_Steam,vfx_Cast_Turret_Steam,0,,,,,,
1931,Impact_DW_Phosphorus01,vfx_Impact_DW_Phosphorus01,0,,,,,,
1932,Impact_DW_SignalFlare,vfx_Impact_DW_SignalFlare,0,,,,,,
1933,AOE_DW_MightLightning,vfx_AOE_DW_MightLightning,0,,,,,,
1934,Impact_Bomb_Pepper,vfx_Impact_Bomb_Pepper,0,,,,,,
1935,GEN_Mount_Summon,vfx_GEN_Mount_Summon,0,,,,,,
1936,IMPACT_DW_MagicRune01,vfx_IMPACT_DW_MagicRune01,0,,,,,,
1937,IMPACT_DW_MagicRune02,vfx_IMPACT_DW_MagicRune02,0,,,,,,
1938,IMPACT_DW_MagicRune03,vfx_IMPACT_DW_MagicRune03,0,,,,,,
1939,Impact_DW_Acid,vfx_Impact_DW_Acid,0,,,,,,
1940,Impact_DW_Concussion,vfx_Impact_DW_Concussion,0,,,,,,
1941,DBUFF_SmallFlash,vfx_DBUFF_SmallFlash,0,,,,,,
1942,Snare_DW_Barbwire_Small,vfx_Snare_DW_Barbwire_Small,0,,,,,,
1943,BUFF_DW_Resist,vfx_BUFF_DW_Resist,0,,,,,,
1944,BUFF_DW_Sniper,vfx_BUFF_DW_Sniper,0,,,,,,
1945,Impact_DW_Phosph_Targets,vfx_Impact_DW_Phosph_Targets,0,,,,,,
1946,CAST_DW_TurretCrate,vfx_CAST_DW_TurretCrate,0,,,,,,
1947,PROJ_DW_Grenade_Acid,vfx_PROJ_DW_Grenade_Acid,0,,,,,,
1948,PROJ_DW_Grenade_Fire,vfx_PROJ_DW_Grenade_Fire,0,,,,,,
1949,NINJA_EffectRemoved,_Effect Removed,0,,,,,,
1950,Cast_DW_HighExplosive_Loop,vfx_Cast_DW_HighExplosive_Loop,0,,,,,,
1951,Cast_DW_HighExplosive,vfx_Cast_DW_HighExplosive,0,,,,,,
1952,Prop_DW_Button,vfx_Prop_DW_Button,0,,,,,,
1953,Impact_DW_FireBurn01,vfx_Impact_DW_FireBurn01,0,,,,,,
1954,Impact_DW_SmallGrenade,vfx_Impact_DW_SmallGrenade,0,,,,,,
1955,Cast_Gunblast_NoSmoke,vfx_Cast_Gunblast_NoSmoke,0,,,,,,
1956,BUFF_DW_Sniper_Pring,vfx_BUFF_DW_Sniper_Pring,0,,,,,,
1957,AOE_GS_SquigExplode,vfx_AOE_GS_SquigExplode,0,,,,,,
1958,BUFF_GS_PinPants,vfx_BUFF_GS_PinPants,0,,,,,,
1959,IMPACT_GS_ArrowBomb,vfx_IMPACT_GS_ArrowBomb,0,,,,,,
1960,IMPACT_GS_ArrowPierce Impact,vfx_IMPACT_GS_ArrowPierce Impact,0,,,,,,
1961,IMPACT_GS_ArrowPierce_Med,vfx_IMPACT_GS_ArrowPierce_Med,0,,,,,,
1962,IMPACT_GS_LRtoULSlash,vfx_IMPACT_GS_LRtoULSlash,0,,,,,,
1963,IMPACT_GS_Pierce Impact,vfx_IMPACT_GS_Pierce Impact,0,,,,,,
1964,IMPACT_GS_PoisonArrow,vfx_IMPACT_GS_PoisonArrow,0,,,,,,
1965,IMPACT_GS_SquigGoo,vfx_IMPACT_GS_SquigGoo,0,,,,,,
1966,PET_GS_SquigExplode,vfx_PET_GS_SquigExplode,0,,,,,,
1967,PROJ_GS_BombArrow,vfx_PROJ_GS_BombArrow,0,,,,,,
1968,ATK_GS_StickySquigs,vfx_ATK_GS_StickySquigs,0,,,,,,
1969,ROOT_GS_StickySquigs,vfx_ROOT_GS_StickySquigs,0,,,,,,
1970,IMPACT_GS_ArrowPierce_Med2,vfx_IMPACT_GS_ArrowPierce_Med2,0,,,,,,
1971,Impact_GS_BehindYa,vfx_Impact_GS_BehindYa,0,,,,,,
1972,Impact_GS_Plague,vfx_Impact_GS_Plague,0,,,,,,
1973,CONE_GS_SpinSlash,vfx_CONE_GS_SpinSlash,0,,,,,,
1974,Impact_GS_DontHitMe,vfx_Impact_GS_DontHitMe,0,,,,,,
1975,Impact_GS_FinishEm,vfx_Impact_GS_FinishEm,0,,,,,,
1976,Impact_GS_WotArmor,vfx_Impact_GS_WotArmor,0,,,,,,
1977,Impact_GS_Shrapnel,vfx_Impact_GS_Shrapnel,0,,,,,,
1978,Cast_Summon_Squig,vfx_Cast_Summon_Squig,0,,,,,,
1979,BUFF_GS_SquigFrenzy,vfx_BUFF_GS_SquigFrenzy,0,,,,,,
1980,IMPACT_GS_ArrowChoking,vfx_IMPACT_GS_ArrowChoking,0,,,,,,
1981,IMPACT_GS_DropThat,vfx_IMPACT_GS_DropThat,0,,,,,,
1982,DBUF_GS_Healdown,vfx_DBUF_GS_Healdown,0,,,,,,
1983,Impact_GS_SpinSlash,vfx_Impact_GS_SpinSlash,0,,,,,,
1984,BUFF_MOR_CH_ScaledSkin,vfx_BUFF_MOR_CH_ScaledSkin,0,,,,,,
1985,BUFF_MOR_CH_SproutCarapace,vfx_BUFF_MOR_CH_SproutCarapace,0,,,,,,
1986,BUFF_MOR_CH_TzeentchsAmplification,vfx_BUFF_MOR_CH_TzeentchsAmplification,0,,,,,,
1987,CAST_MOR_CH_InevitableChanging,vfx_CAST_MOR_CH_InevitableChanging,0,,,,,,
1988,CONE_MOR_CH_WarpingEmbrace,vfx_CONE_MOR_CH_WarpingEmbrace,0,,,,,,
1989,IMPACT_MOR_CH_InevitableChanging,vfx_IMPACT_MOR_CH_InevitableChanging,0,,,,,,
1990,IMPACT_MOR_CH_ShatterFaith,vfx_IMPACT_MOR_CH_ShatterFaith,0,,,,,,
1991,IMPACT_MOR_CH_WarpingEmbrace,vfx_IMPACT_MOR_CH_WarpingEmbrace,0,,,,,,
1992,vfx_Weapontrail_Changing1,vfx_Weapontrail_Changing1,2,,,,,,
1993,AOE_MOR_CH_ShatterFaith,vfx_AOE_MOR_CH_ShatterFaith,0,,,,,,
1994,AOE_MOR_CH_SproutCarapace,vfx_AOE_MOR_CH_SproutCarapace,0,,,,,,
1995,BUFF_MOR_CH_InevitableChanging,vfx_BUFF_MOR_CH_InevitableChanging,0,,,,,,
1996,CAST_GS_StickySquigs,vfx_CAST_GS_StickySquigs,0,,,,,,
1997,BUFF_GS_CritUpChance,vfx_BUFF_GS_CritUpChance,0,,,,,,
1998,DeBUF_GS_Initiative,vfx_DeBUF_GS_Initiative,0,,,,,,
1999,IMPACT_GS_Interrupt,vfx_IMPACT_GS_Interrupt,0,,,,,,
2000,AOE_GS_AggroWave,vfx_AOE_GS_AggroWave,0,,,,,,
2001,IMPACT_GS_LegShot,vfx_IMPACT_GS_LegShot,0,,,,,,
2002,PET_BUFF_GS_SpikeShield,vfx_PET_BUFF_GS_SpikeShield,0,,,,,,
2003,PET_PROJ_GS_Spines,vfx_PET_PROJ_GS_Spines,0,,,,,,
2004,PET_IMPACT_GS_Spines,vfx_PET_IMPACT_GS_Spines,0,,,,,,
2005,PET_PROJ_GS_Goop,vfx_PET_PROJ_GS_Goop,0,,,,,,
2006,PET_AOE_GS_Goop,vfx_PET_AOE_GS_Goop,0,,,,,,
2007,PET_AOE_GS_BadGass,vfx_PET_AOE_GS_BadGass,0,,,,,,
2008,PET_IMPACT_GS_Gore,vfx_PET_IMPACT_GS_Gore,0,,,,,,
2009,PET_IMPACT_GS_HeadButt,vfx_PET_IMPACT_GS_HeadButt,0,,,,,,
2010,PET_IMPACT_GS_Claw,vfx_PET_ATK_GS_Claw,0,,,,,,
2011,PET_ATK_GS_Chomp,vfx_PET_ATK_GS_Chomp,0,,,,,,
2012,BUFF_GS_Tasty,vfx_BUFF_GS_Tasty,0,,,,,,
2013,IMPACT_GS_GoopArrow,vfx_IMPACT_GS_GoopArrow,0,,,,,,
2014,PROJ_GS_ShootThroughYa,vfx_PROJ_GS_ShootThroughYa,0,,,,,,
2015,PET_IMPACT_GS_Claw,vfx_PET_IMPACT_GS_Claw,0,,,,,,
2016,BUFF_GS_Initiative,vfx_BUFF_GS_Initiative,0,,,,,,
2017,GS_Burn_Status_Green,vfx_GS_Burn_Status_Green,0,,,,,,
2018,PET_PROJ_GS_Spines_Auto,vfx_PET_PROJ_GS_Spines_Auto,0,,,,,,
2019,PROJ_GS_ChokingArrowTip,vfx_PROJ_GS_ChokingArrowTip,0,,,,,,
2020,PROJ_GS_PoisonArrowTip,vfx_PROJ_GS_PoisonArrowTip,0,,,,,,
2021,PROJ_GS_NotSoFastArrowTip,vfx_PROJ_GS_NotSoFastArrowTip,0,,,,,,
2022,PROJ_GS_StopRunnintArrow,vfx_PROJ_GS_StopRunnintArrow,0,,,,,,
2023,IMPACT_GS_Footstab,vfx_IMPACT_GS_Footstab,0,,,,,,
2024,Cast_DW_SelfDestruct,vfx_Cast_DW_SelfDestruct,0,,,,,,
2025,Cast_Summon_SquigArmor,vfx_Cast_Summon_SquigArmor,0,,,,,,
2026,BUFF_DW_CrackShot,vfx_BUFF_DW_CrackShot,0,,,,,,
2027,BUFF_DW_CrackShot_PRing,vfx_BUFF_DW_CrackShot_PRing,0,,,,,,
2028,Impact_DW_MultiFire,vfx_Impact_DW_MultiFire,0,,,,,,
2029,PROP_LOOP_MorterFiring,vfx_PROP_LOOP_MorterFiring,0,,,,,,
2030,PROJ_Bullet_Blue,vfx_PROJ_Bullet_Blue,0,,,,,,
2031,Cast_Gunblast_Blue,vfx_Cast_Gunblast_Blue,0,,,,,,
2032,Proj_DW_SignalFlare,vfx_Proj_DW_SignalFlare,0,,,,,,
2033,CONE_DW_Flame,vfx_CONE_DW_Flame,0,,,,,,
2034,Cast_Summon_SquigArmor_Squig,vfx_Cast_Summon_SquigArmor_Squig,0,,,,,,
2035,ICON_NPC_Quest_Avail,vfx_ICON_NPC_Quest_Avail,0,,,,,,
2036,ICON_NPC_Quest_Complete,vfx_ICON_NPC_Quest_Complete,0,,,,,,
2037,ICON_NPC_Quest_Inactive,vfx_ICON_NPC_Quest_Inactive,0,,,,,,
2038,ICON_NPC_Trainer_Active,vfx_ICON_NPC_Trainer_Active,0,,,,,,
2039,ICON_NPC_Trainer_Inactive,vfx_ICON_NPC_Trainer_Inactive,0,,,,,,
2040,ICON_NPC_Merchant,vfx_ICON_NPC_Merchant,0,,,,,,
2041,ICON_NPC_PQ_Inactive,vfx_ICON_NPC_PQ_Inactive,0,,,,,,
2042,ICON_NPC_PQ_Rewards,vfx_ICON_NPC_PQ_Rewards,0,,,,,,
2043,PET_GS_ROOT_ArmorExplode,vfx_PET_GS_ROOT_ArmorExplode,0,,,,,,
2044,Debuff_DW_SignalFlare,vfx_Debuff_DW_SignalFlare,0,,,,,,
2045,PROP_DW_GrenadeBase,vfx_PROP_DW_GrenadeBase,0,,,,,,
2046,PROP_DW_GrenadeAcid,vfx_PROP_DW_GrenadeAcid,0,,,,,,
2047,PROP_DW_GrenadeFire,vfx_PROP_DW_GrenadeFire,0,,,,,,
2048,Stun_DW_turret,vfx_Stun_DW_turret,0,,,,,,
2049,BUFF_GS_SquigFrenzyCorona,vfx_BUFF_GS_SquigFrenzyCorona,0,,,,,,
2050,PROJ_GEN_CannonBall,vfx_PROJ_GEN_CannonBall,0,,,,,,
2051,MOR_CH_TzeenchsTalon,vfx_MOR_CH_TzeenchsTalon,0,,,,,,
2052,DeBUFF_MOR_CH_TzeenchsTalon,vfx_DeBUFF_MOR_CH_TzeenchsTalon,0,,,,,,
2053,AOE_MOR_CH_EyeofSheerian,VFX_AOE_MOR_CH_EyeofSheerian,0,,,,,,
2054,AOE_MOR_CH_SupresstheFragile,vfx_AOE_MOR_CH_SupresstheFragile,0,,,,,,
2055,DeBUFF_MOR_CH_SupresstheFragile,vfx_DeBUFF_MOR_CH_SupresstheFragile,0,,,,,,
2056,AOE_MOR_CH_TzeenchsReversal,VFX_AOE_MOR_CH_TzeenchsReversal,0,,,,,,
2057,AOE_MOR_CH_Windblock,VFX_AOE_MOR_CH_Windblock,0,,,,,,
2058,IMPACT_HE_DisarmSilence,vfx_IMPACT_HE_DisarmSilence,0,,,,,,
2059,AOE_HE_DisarmSilence,vfx_AOE_HE_DisarmSilence,0,,,,,,
2060,Impacts_HE_Bladeswipes,vfx_Impacts_HE_Bladeswipes,0,,,,,,
2061,AOE_HE_Bladeswipes,vfx_AOE_HE_Bladeswipes,0,,,,,,
2062,Impact_HE_Arrow_Penetrating,vfx_Impact_HE_Arrow_Penetrating,0,,,,,,
2063,Cast_HE_Arrow_Penetrating,vfx_Cast_HE_Arrow_Penetrating,0,,,,,,
2064,PROJ_HE_Arrow_Penetrating,vfx_PROJ_HE_Arrow_Penetrating,0,,,,,,
2065,impact_HE_Rain_Steal,vfx_impact_HE_Rain_Steal,0,,,,,,
2066,impact_HE_Signal_Snipers,vfx_impact_HE_Signal_Snipers,0,,,,,,
2067,impact_HE_Rain_Steal_Ground,vfx_impact_HE_Rain_Steal_Ground,0,,,,,,
2068,DeBuff_HE_Signal_Snipers,vfx_DeBuff_HE_Signal_Snipers,0,,,,,,
2069,Buff_HE_Remove_LsForgiveness,vfx_Buff_HE_Remove_LsForgiveness,0,,,,,,
2070,MOR_HE_ShadowBlades,vfx_MOR_HE_ShadowBlades,0,,,,,,
2071,MOR_HE_ShieldofValor,vfx_MOR_HE_ShieldofValor,0,,,,,,
2072,MOR_HE_WhirlingGeyser,vfx_MOR_HE_WhirlingGeyser,0,,,,,,
2073,MOR_HE_BladeShield,vfx_MOR_HE_BladeShield,0,,,,,,
2074,MOR_HE_Cast_WingsofHeaven,vfx_MOR_HE_Cast_WingsofHeaven,0,,,,,,
2075,MOR_HE_GuardofSteel,vfx_MOR_HE_GuardofSteel,0,,,,,,
2076,MOR_HE_Land_WingsofHeaven,vfx_MOR_HE_Land_WingsofHeaven,0,,,,,,
2077,MOR_CH_FlamesofFate,vfx_MOR_CH_FlamesofFate,0,,,,,,
2078,CONE_MOR_CH_GreatFang,vfx_CONE_MOR_CH_GreatFang,0,,,,,,
2079,BUFF_MOR_CH_TzeenchsReversal,vfx_BUFF_MOR_CH_TzeenchsReversal,0,,,,,,
2080,IMPACT_MOR_CH_TzeenchsReversal,vfx_IMPACT_MOR_CH_TzeenchsReversal,0,,,,,,
2081,IMPACT_MOR_CH_LashingPower,vfx_IMPACT_MOR_CH_LashingPower,0,,,,,,
2082,BUFF_MOR_CH_LashingPower,vfx_BUFF_MOR_CH_LashingPower,0,,,,,,
2083,IMPACT_MOR_CH_ForkedAgression,vfx_IMPACT_MOR_CH_ForkedAgression,0,,,,,,
2084,PROJ_MOR_CH_ForkedAgression,vfx_PROJ_MOR_CH_ForkedAgression,0,,,,,,
2085,BUFF_MOR_CH_ForkedAgression,vfx_BUFF_MOR_CH_ForkedAgression,0,,,,,,
2086,AOE_MOR_CH_Tenticles,vfx_AOE_MOR_CH_Tenticles,0,,,,,,
2087,ICON_GEN_Crate,vfx_ICON_GEN_Crate,0,,,,,,
2088,DBUF_GEN_LOOP_MagicBarb,vfx_DBUF_GEN_LOOP_MagicBarb,0,,,,,,
2089,DBUF_GEN_LOOP_MeleeBarb,vfx_DBUF_GEN_LOOP_MeleeBarb,0,,,,,,
2090,DBUF_GEN_LOOP_MovementBarb,vfx_DBUF_GEN_LOOP_MovementBarb,0,,,,,,
2091,DBUF_GEN_LOOP_RangedBarb,vfx_DBUF_GEN_LOOP_RangedBarb,0,,,,,,
2092,IMPACT_GEN_MagicBarbs,vfx_IMPACT_GEN_MagicBarbs,0,,,,,,
2093,IMPACT_GEN_RangedBarbs,vfx_IMPACT_GEN_RangedBarbs,0,,,,,,
2094,AOE_GS_Juggernaut,vfx_AOE_GS_Juggernaut,0,,,,,,
2095,AOE_GS_PushTheLine,vfx_AOE_GS_PushTheLine,0,,,,,,
2096,AOE_CH_Juggernaut,vfx_AOE_CH_Juggernaut,0,,,,,,
2097,AOE_CH_PushTheLine,vfx_AOE_CH_PushTheLine,0,,,,,,
2098,AOE_DW_Juggernaut,vfx_AOE_DW_Juggernaut,0,,,,,,
2099,AOE_DW_PushTheLine,vfx_AOE_DW_PushTheLine,0,,,,,,
2100,AOE_HE_Juggernaut,vfx_AOE_HE_Juggernaut,0,,,,,,
2101,AOE_HE_PushTheLine,vfx_AOE_HE_PushTheLine,0,,,,,,
2102,BUFF_HE_ShoutGlow01,vfx_BUFF_HE_ShoutGlow01,0,,,,,,
2103,DBUF_HE_DoT01,vfx_DBUF_HE_DoT01,0,,,,,,
2104,Buff01_GS_PushTheLine,vfx_Buff01_GS_PushTheLine,0,,,,,,
2105,Buff02_GS_PushTheLine,vfx_Buff02_GS_PushTheLine,0,,,,,,
2106,Buff01_CH_PushTheLine,vfx_Buff01_CH_PushTheLine,0,,,,,,
2107,Buff02_CH_PushTheLine,vfx_Buff02_CH_PushTheLine,0,,,,,,
2108,Buff01_DW_PushTheLine,vfx_Buff01_DW_PushTheLine,0,,,,,,
2109,Buff02_DW_PushTheLine,vfx_Buff02_DW_PushTheLine,0,,,,,,
2110,Buff01_HE_PushTheLine,vfx_Buff01_HE_PushTheLine,0,,,,,,
2111,Buff02_HE_PushTheLine,vfx_Buff02_HE_PushTheLine,0,,,,,,
2112,ATK_CH_DemonicLash,vfx_ATK_CH_DemonicLash,0,,,,,,
2113,ATK_CH_MutatingBlueFire,vfx_ATK_CH_MutatingBlueFire,0,,,,,,
2114,ATK_CH_SurgingVioletFire,vfx_ATK_CH_SurgingVioletFire,0,,,,,,
