Effect,Effect,Effect,Effect,Effect,Effect,Track,Track,Track,unused,Projectile,Camera,Root,Projectile,Turn Off,Always,Draw,Realm,Persist,,,,,,,,,,
1894,MNST_IMPACT_InfectingSwipe,1737,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1895,GEN_IMPACT_FoulVomit,1738,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1896,GEN_CONE_FoulVomit,1739,fx_mouth,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1897,MNST_CAST_DiseasedBellow,1740,fx_mouth,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1898,MNST_ATK_LaceratingTalons,1741,root,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1899,MNST_ATK_InfectingSwipe,1742,fx_offhand,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1900,MNST_AOE_Trample,1743,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
1901,MNST_AOE_DiseasedBellow,1744,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
1902,MNST_AOE_BoomingShriek,1745,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1903,MNST_AOE_BoomingRoar,1746,fx_mouth,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1904,TEST_OrientationBox,1697,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1905,TEST_OrientationBox,1697,fx_head_top_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1906,BUFF_CH_Coporeal,1747,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1907,MNST_AOE_PusEruption,1748,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
1908,BUFF_DW_Elemental,1749,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
1909,Impact_EM_Unbalancing,2777,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1910,Impact_EM_MyrFury,2778,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1911,AOE_EM_KnightRoot,2779,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1912,ROOT_EM_KnightRoot,2780,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1913,AOE_EM_RedAura,2781,root,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1914,AOE_EM_GoldAura,2782,root,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1915,AOE_EM_BlueAura,2783,root,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1916,CAST_EM_RedAura,2784,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1917,CAST_EM_GoldAura,2785,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1918,CAST_EM_BlueAura,2786,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
1919,Aura_EM_Flare_Gold,2787,fx_torso_NA,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1920,Aura_EM_Flare_Red,2788,fx_torso_NA,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1921,Aura_EM_Flare_Blue,2789,fx_torso_NA,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1922,BUFF_DE_NoneShallPass,2768,root,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
1923,BUFF_DE_ForceofFury,2769,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
1924,BUFF_BladeEnchant_EliteTraining,2770,spell,0,100,1,1,0,,,,,,,,,,,,,,,,,,,,
;,;End Dreamhive Use (1924),,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,BUFF_GS_FIG_Toughness01,1805,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2002,BUFF_GS_Resist,1806,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2003,DeBUFF_GS_Defense01,1807,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2004,BUFF_GS_Defense,1808,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2005,BUFF_GS_Absorbshield,1809,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2006,IMPACT_GS_BlackOrc09,1810,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2007,Hit_Impact_GS_Knockback,1811,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2008,HIT_GS_Knockback,1812,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2009,AOE_GS_Wave01,1813,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2010,IMPACT_GS_Lifepool,1814,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2011,CAST_DE_Stealth,1815,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2012,PROJ_EM_JudgementBolt,1816,spell,0,100,0,0,0,,11,,1,,,,,,,,,,,,,,,,
2013,IMPACT_AOE_EM_SigmarsRadiance,1817,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2014,BUFF_EM_Absorbshield,1818,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2015,AOE_EM_LOOP_Heallight,1819,root,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2016,vfx_DeBUFF_MOR_EM_ReverseFortune,1820,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2017,vfx_CAST_MOR_EM_ReverseFortune,1821,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2018,vfx_AOE_MOR_EM_WitchfinderProtection,1822,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2019,vfx_PROJ_MOR_EM_HolyBlade,1823,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2020,vfx_AOE_MOR_EM_Excommunicate,1824,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2021,vfx_AOE_MOR_EM_Expurgation,1825,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2022,BUFF_EM_Healshield,1826,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2023,PtoP_HE_LifeTransfer,1827,spell,-1,100,1,0,0,,11,,2,2,,,,,,,,,,,,,,,
2024,IMPACT_HE_LifeTransfer,1828,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2025,DeBUFF_HE_Spirit,1829,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2026,DBUF_HE_LifeSiphon,1830,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2027,BUFF_HE_LifeSiphon,1831,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2028,DBUF_DE_LifeSiphon,1832,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2029,BUFF_DE_LifeSiphon,1833,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2030,IMPACT_HE_LifeTransfer_Out,1834,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2031,DE_IMPACT_ConsumeEnchantment,1835,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2032,Impact_DE_ConsumeTh,1836,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2033,BUFF_DE_Absorbshield,1837,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2034,PROJ_DE_KaineFist,1838,fx_mainhand,0,100,0,0,0,,11,,,,,,,,,,,,,,,,,,
2035,Buff_DE_Souldrain,1839,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2036,IMPACT_CH_MagicalImpact,1840,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2037,CH_Heal_LeapingHeal,1841,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2038,IMPACT_DE_Soulhit,1842,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2039,BUFF_CH_AbsorbPulse,1843,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2040,BUF_CH_APBuff,1844,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2041,BUFF_CH_FIG_Toughness01,1845,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2042,PtoP_CH_EnergyBolt,1846,fx_offhand,0,100,1,0,0,,11,,,1,,,,,,,,,,,,,,,
2043,AOE_DE_DevourEs,1847,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2044,AOE_CH_ChaoticAgitation,1848,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2045,AOE_CH_WindsofInsanity,1849,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2046,CONE_DE_WaveDismis,1850,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2047,BUFF_GS_ShieldHit,1851,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2048,BUFF_GS_ShoutGlow01,1852,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2049,BUFF_GS_ShoutGlow02,1853,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2050,AOE_MOR_EM_ConflagofDoom,1854,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2051,CONE_MOR_EM_BurningHead,1855,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2052,BUFF_MOR_EM_HeartofFire,1856,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2053,AOE_MOR_EM_RuinofDestro,1857,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2054,IMPACT_MOR_EM_MagicDart,1858,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2055,PROJ_MOR_EM_MagicDart,1859,fx_mainhand,0,100,1,0,0,,11,,,,,,,,,,,,,,,,,,
2056,BUF_GS_APBuff,1860,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2057,PROJ_GS_APOrb,1861,spell,0,100,0,0,0,,11,,2,,,,,,,,,,,,,,,,
2058,PROJ_GS_IntOrb,1862,spell,0,100,0,0,0,,11,,2,,,,,,,,,,,,,,,,
2059,PROJ_GS_WaaghBall,1863,spell,0,100,0,0,0,,11,,2,,,,,,,,,,,,,,,,
2060,AOE_GS_WaaghWave01,1864,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2061,ATK_GS_Barbs,1865,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2062,IMPACT_GS_Barbs,1866,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2063,DBUF_GS_DoT01,1867,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2064,IMPACT_GS_BrainBursta,1868,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2065,IMPACT_GS_Waaghchannel,1869,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2066,PtoP_GS_WaaghBeam2,1870,spell,-1,100,1,0,0,,11,,2,2,,,,,,,,,,,,,,,
2067,BUFF_GS_RemoveDebuff,1871,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2068,AOE_GS_Gorksbuffs,1872,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2069,AOE_GS_WaaghWave02,1873,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2070,DEBUF_GS_Cooldowns,1874,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2071,BUFF_GS_INT&Will_Head,1875,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2072,BUFF_GS_INT&Will_Body,1876,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2073,BUFF_GS_RemoveDebuff,1877,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2074,BUFF_GS_AblativeHit,1878,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2075,DBUF_GS_Speed,1879,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2076,DBUF_GS_APDebuff,1880,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2077,DBUF_GS_INT&Will_Head,1881,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2078,DBUF_GS_INT&Will_Body,1882,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2079,BUFF_GS_ParryIncrease,1883,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2080,IMPACT_GS_HeadHit01,1884,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2081,ATK_GS_MovementBarbs,1885,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2082,IMPACT_GS_MovementBarbs,1886,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2083,BUFF_GS_Healshield,1887,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2084,BUFF_GS_FIG_Damage,1888,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2085,AOE_GS_Morksbuffs,1889,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2086,AOE_GS_GooBlast,1890,root,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2087,CONE_GS_WaveBigun,1891,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2088,DeBUFF_GS_FIG_Toughness01,1804,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2089,GS_AOE_Heal,1892,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2090,DBUF_GS_Silence,1893,fx_head,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2091,GS_Heal_High,1894,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2092,GS_CONE_WaaghBlast,1895,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2093,BUFF_CH_Healshield,1896,fx_torso_NA,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2094,BUFF_GS_WaaghBuild,1897,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2095,BUFF_GS_Stats,1898,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2096,DBUFF_GS_Stats,1899,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2097,AOE_GS_WaaghWave_Detaunt,1900,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2098,AOE_GS_WaaghWave03,1901,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2099,GS_HEAL_Ressurection,1902,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2100,DeBUFF_DW_Evasion,1903,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2101,dwarf grenade projectile Above head,116,fx_mainhand,0,100,0,0,0,,18,,,,,,,,,,,,,,,,,,
2102,BUFF_DW_FADE_FadeOut,1904,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2103,CONE_DW_CrackedEarth,1905,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2104,HEAL_DW_Highheal,1906,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2105,DW_Heal_Regen,1907,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2106,ATK_DW_FirePillar,1908,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2107,BUFF_DW_Healshield,1909,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2108,BUFF_DW_BalisticUP,1910,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2109,DW_Heal_JumpingRegen,1911,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2110,AOE_DW_GroupHeal,1912,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2111,DBUF_DW_Dispel,1913,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2112,AOE_DW_SunderEarth,1914,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2113,BUFF_DW_WoundsUp,1915,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2114,ATK_DW_Spellbinding,1916,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2115,DBUF_DW_TransferOut,1917,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2116,BUFF_DW_TransferIn,1918,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2117,ATK_DW_Burning,1919,fx_torso_NA,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2118,IMPACT_DW_Transfer2,1920,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2119,BUFF_DW_TransferIN2,1921,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2120,BUFF_DW_ElectricalPulse,1922,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2121,AOE_DW_GroupRez,1923,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2122,Snare_DW_Barbwire,1924,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2123,Heal_DW_Keg01,1925,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2124,AOE_DW_Keg01,1926,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2125,CONE_Gunblast_Huge,1927,fx_muzzle,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2126,Cast_Turret_Repair,1928,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2127,Impact_Turret_Steam,1929,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2128,Cast_Turret_Steam,1930,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2129,Impact_DW_Phosphorus01,1931,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2130,Impact_DW_SignalFlare,1932,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2131,AOE_DW_MightLightning,1933,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2132,Impact_Bomb_Pepper,1934,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2133,GEN_Mount_Summon,1935,root,0,100,1,0,0,,,,,,,,1,,,,,,,,,,,,
2134,IMPACT_DW_MagicRune01,1936,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2135,IMPACT_DW_MagicRune02,1937,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2136,IMPACT_DW_MagicRune03,1938,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2137,Impact_DW_Acid,1939,fx_head,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2138,Impact_DW_Concussion,1940,fx_torso_NA,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2139,DBUFF_SmallFlash,1941,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2140,Snare_DW_Barbwire_Small,1942,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2141,BUFF_DW_Resist,1943,root,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2142,CONE_DW_Flame,2033,fx_mouth,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
2143,BUFF_DW_Sniper,1944,fx_muzzle,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
2144,Impact_DW_Phosph_Targets,1945,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2145,CAST_DW_TurretCrate,1946,root,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2146,PROJ_DW_Grenade_Acid,1947,fx_mainhand,0,100,0,0,0,,18,,,,,,,,,,,,,,,,,,
2147,PROJ_DW_Grenade_Fire,1948,fx_mainhand,0,100,0,0,0,,15,,,,,,,,,,,,,,,,,,
2148,NINJA_EffectRemoved,1949,root,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2149,Cast_DW_HighExplosive_Loop,1950,fx_muzzle,-1,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2150,Cast_DW_HighExplosive,1951,spell,0,100,1,1,0,,,,1,,,,,,,,,,,,,,,,
2151,Prop_DW_Button,1952,fx_offhand,-1,100,1,1,0,,,,,,,1,,,,,,,,,,,,,
2152,Impact_DW_FireBurn01,1953,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2153,Impact_DW_SmallGrenade,1954,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2154,Cast_Gunblast_NoSmoke,1955,fx_muzzle,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2155,BUFF_DW_Sniper_PRing,1956,fx_muzzle,-1,100,1,1,1,,,,,,,,,,,,,,,,,,,,
2156,AOE_GS_SquigExplode,1957,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
2157,BUFF_GS_PinPants,1958,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
2158,IMPACT_GS_ArrowBomb,1959,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2159,IMPACT_GS_ArrowPierce Impact,1960,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2160,IMPACT_GS_ArrowPierce_Med,1961,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2161,IMPACT_GS_LRtoULSlash,1962,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2162,IMPACT_GS_Pierce Impact,1963,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2163,IMPACT_GS_PoisonArrow,1964,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2164,IMPACT_GS_SquigGoo,1965,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2165,PET_GS_SquigExplode,1966,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2166,PROJ_GS_BombArrow,1967,fx_muzzle,0,100,1,0,0,,1,,,,,,,,,,,,,,,,,,
2167,ATK_GS_StickySquigs,1968,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2168,ROOT_GS_StickySquigs,1969,root,-1,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2169,IMPACT_GS_ArrowPierce_Med2,1970,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2170,Impact_GS_BehindYa,1971,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2171,Impact_GS_Plague,1972,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2172,CONE_GS_SpinSlash,1973,root,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2173,Impact_GS_DontHitMe,1974,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2174,Impact_GS_FinishEm,1975,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2175,Impact_GS_WotArmor,1976,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2176,Impact_GS_Shrapnel,1977,fx_torso_NA,0,100,1,0,0,,,,,,,,,,,,,,,,,,,,
2177,Cast_Summon_Squig,1978,root,-1,100,0,0,0,,,,,,,,,,,,,,,,,,,,
2178,BUFF_GS_SquigFrenzy,1979,fx_chest,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2179,IMPACT_GS_ArrowChoking,1980,fx_head,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
2180,IMPACT_GS_DropThat,1981,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2181,DBUF_GS_Healdown,1982,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2182,Impact_GS_SpinSlash,1983,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2183,BUFF_MOR_CH_ScaledSkin,1984,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2184,BUFF_MOR_CH_SproutCarapace,1985,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2185,BUFF_MOR_CH_TzeentchsAmplification,1986,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2186,CAST_MOR_CH_InevitableChanging,1987,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2187,CONE_MOR_CH_WarpingEmbrace,1988,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
2188,IMPACT_MOR_CH_InevitableChanging,1989,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2189,IMPACT_MOR_CH_ShatterFaith,1990,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2190,IMPACT_MOR_CH_WarpingEmbrace,1991,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2191,vfx_Weapontrail_Changing1,1992,WT,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2192,AOE_MOR_CH_ShatterFaith,1993,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2193,AOE_MOR_CH_SproutCarapace,1994,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2194,BUFF_MOR_CH_InevitableChanging,1995,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2195,CAST_GS_StickySquigs,1996,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2196,BUFF_GS_CritUpChance,1997,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2197,DeBUF_GS_Initiative,1998,root,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2198,IMPACT_GS_Interrupt,1999,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2199,AOE_GS_AggroWave,2000,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
2200,IMPACT_GS_LegShot,2001,Bip01 L Thigh,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2201,PET_BUFF_GS_SpikeShield,2002,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2202,PET_PROJ_GS_Spines,2003,fx_torso_NA,0,100,0,0,1,,11,,,,,,,,,,,,,,,,,,
2203,PET_IMPACT_GS_Spines,2004,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2204,PET_PROJ_GS_Goop,2005,fx_torso_NA,0,100,0,0,1,,1,,,,,,,,,,,,,,,,,,
2205,PET_AOE_GS_Goop,2006,fx_torso_NA,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
2206,PET_AOE_GS_BadGass,2007,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
2207,PET_IMPACT_GS_Gore,2008,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2208,PET_IMPACT_GS_HeadButt,2009,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2209,PET_IMPACT_GS_Claw,2010,root,0,100,0,0,1,,,,,,,,,,,,,,,,,,,,
2210,PET_ATK_GS_Chomp,2011,fx_torso_NA,0,100,1,0,1,,,,,,,,,,,,,,,,,,,,
2211,BUFF_GS_Tasty,2012,fx_offhand,0,100,1,1,1,,,,,,,,,,,,,,,,,,,,
